Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20170105:0010,0.0,0.0,0.0,0.0,-0.06,2.9,0.0
20170105:0110,0.0,0.0,0.0,0.0,-0.37,2.9,0.0
20170105:0210,0.0,0.0,0.0,0.0,-0.57,2.97,0.0
20170105:0310,0.0,0.0,0.0,0.0,-0.69,2.97,0.0
20170105:0410,0.0,0.0,0.0,0.0,-0.76,2.97,0.0
20170105:0510,0.0,0.0,0.0,0.0,-0.8,2.97,0.0
20170105:0610,0.0,0.0,0.0,0.0,-0.82,2.9,0.0
20170105:0710,0.0,0.0,0.0,0.0,-0.42,2.76,0.0
20170105:0810,1.0,12.81,0.0,2.85,-0.43,2.69,0.0
20170105:0910,87.01,51.0,0.0,9.76,0.48,2.48,0.0
20170105:1010,171.01,66.0,0.0,14.96,2.14,2.28,0.0
20170105:1110,218.01,75.0,0.0,18.03,3.8,2.69,0.0
20170105:1210,99.01,142.0,0.0,18.67,4.82,2.83,0.0
20170105:1310,84.0,127.0,0.0,16.82,5.44,3.1,0.0
20170105:1410,128.01,61.0,0.0,12.65,5.49,2.97,0.0
20170105:1510,26.0,42.0,0.0,6.56,5.04,2.55,0.0
20170105:1610,0.0,0.0,0.0,0.0,3.53,2.48,0.0
20170105:1710,0.0,0.0,0.0,0.0,2.29,2.48,0.0
20170105:1810,0.0,0.0,0.0,0.0,1.5,2.41,0.0
20170105:1910,0.0,0.0,0.0,0.0,0.88,2.34,0.0
20170105:2010,0.0,0.0,0.0,0.0,0.34,2.28,0.0
20170105:2110,0.0,0.0,0.0,0.0,-0.03,2.21,0.0
20170105:2210,0.0,0.0,0.0,0.0,-0.69,2.28,0.0
20170105:2310,0.0,0.0,0.0,0.0,-1.34,2.28,0.0
20170106:0010,0.0,0.0,0.0,0.0,-2.17,2.28,0.0
20170106:0110,0.0,0.0,0.0,0.0,-2.77,2.28,0.0
20170106:0210,0.0,0.0,0.0,0.0,-3.27,2.14,0.0
20170106:0310,0.0,0.0,0.0,0.0,-3.67,1.86,0.0
20170106:0410,0.0,0.0,0.0,0.0,-3.99,1.72,0.0
20170106:0510,0.0,0.0,0.0,0.0,-4.2,1.72,0.0
20170106:0610,0.0,0.0,0.0,0.0,-4.46,1.59,0.0
20170106:0710,0.0,0.0,0.0,0.0,-4.54,1.66,0.0
20170106:0810,8.0,14.2,0.0,2.89,-5.03,1.59,0.0
20170106:0910,89.01,51.0,0.0,9.82,-3.88,1.31,0.0
20170106:1010,169.01,69.0,0.0,15.04,-2.01,1.59,0.0
20170106:1110,228.01,73.0,0.0,18.13,-0.73,1.59,0.0
20170106:1210,245.01,72.0,0.0,18.79,0.17,1.45,0.0
20170106:1310,207.01,70.0,0.0,16.95,0.71,1.38,0.0
20170106:1410,140.01,58.0,0.0,12.8,0.81,1.38,0.0
20170106:1510,42.0,39.0,0.0,6.7,0.44,1.1,0.0
20170106:1610,0.0,0.0,0.0,0.0,-0.54,1.45,0.0
20170106:1710,0.0,0.0,0.0,0.0,-2.39,1.59,0.0
20170106:1810,0.0,0.0,0.0,0.0,-3.71,1.59,0.0
20170106:1910,0.0,0.0,0.0,0.0,-4.16,1.86,0.0
20170106:2010,0.0,0.0,0.0,0.0,-4.4,1.93,0.0
20170106:2110,0.0,0.0,0.0,0.0,-4.63,1.72,0.0
20170106:2210,0.0,0.0,0.0,0.0,-3.45,1.03,0.0
20170106:2310,0.0,0.0,0.0,0.0,-3.96,1.24,0.0
20170107:0010,0.0,0.0,0.0,0.0,-3.57,0.97,0.0
20170107:0110,0.0,0.0,0.0,0.0,-2.86,0.62,0.0
20170107:0210,0.0,0.0,0.0,0.0,-3.03,0.69,0.0
20170107:0310,0.0,0.0,0.0,0.0,-2.87,0.62,0.0
20170107:0410,0.0,0.0,0.0,0.0,-3.16,0.76,0.0
20170107:0510,0.0,0.0,0.0,0.0,-3.48,1.24,0.0
20170107:0610,0.0,0.0,0.0,0.0,-3.18,1.38,0.0
20170107:0710,0.0,0.0,0.0,0.0,-2.67,1.86,0.0
20170107:0810,1.0,12.82,0.0,2.94,-2.41,2.14,0.0
20170107:0910,19.0,72.0,0.0,9.89,-2.03,2.14,0.0
20170107:1010,2.0,90.0,0.0,15.13,-1.29,2.07,0.0
20170107:1110,4.0,115.0,0.0,18.24,-0.77,2.28,0.0
20170107:1210,3.0,120.0,0.0,18.92,-0.38,2.41,0.0
20170107:1310,0.0,79.0,0.0,17.09,0.14,2.55,0.0
20170107:1410,0.0,51.0,0.0,12.95,0.58,2.76,0.0
20170107:1510,1.0,33.0,0.0,6.86,0.78,2.76,0.0
20170107:1610,0.0,0.0,0.0,0.0,0.9,2.83,0.0
20170107:1710,0.0,0.0,0.0,0.0,1.02,2.76,0.0
20170107:1810,0.0,0.0,0.0,0.0,1.23,2.62,0.0
20170107:1910,0.0,0.0,0.0,0.0,1.15,2.14,0.0
20170107:2010,0.0,0.0,0.0,0.0,1.55,2.07,0.0
20170107:2110,0.0,0.0,0.0,0.0,1.98,2.14,0.0
20170107:2210,0.0,0.0,0.0,0.0,2.42,2.14,0.0
20170107:2310,0.0,0.0,0.0,0.0,2.78,2.21,0.0
20170108:0010,0.0,0.0,0.0,0.0,3.06,2.21,0.0
20170108:0110,0.0,0.0,0.0,0.0,3.29,2.21,0.0
20170108:0210,0.0,0.0,0.0,0.0,3.34,2.21,0.0
20170108:0310,0.0,0.0,0.0,0.0,3.4,2.21,0.0
20170108:0410,0.0,0.0,0.0,0.0,3.4,2.14,0.0
20170108:0510,0.0,0.0,0.0,0.0,3.42,2.07,0.0
20170108:0610,0.0,0.0,0.0,0.0,3.4,2.07,0.0
20170108:0710,0.0,0.0,0.0,0.0,2.77,1.79,0.0
20170108:0810,0.0,5.0,0.0,3.0,2.65,1.72,0.0
20170108:0910,0.0,41.0,0.0,9.96,2.71,1.52,0.0
20170108:1010,35.0,119.0,0.0,15.23,2.88,1.38,0.0
20170108:1110,60.0,146.0,0.0,18.36,3.2,1.17,0.0
20170108:1210,11.0,137.0,0.0,19.06,3.57,0.9,0.0
20170108:1310,6.0,116.0,0.0,17.24,3.79,0.69,0.0
20170108:1410,13.0,95.0,0.0,13.1,3.81,0.48,0.0
20170108:1510,3.0,42.0,0.0,7.02,3.67,0.48,0.0
20170108:1610,0.0,0.0,0.0,0.0,3.35,0.97,0.0
20170108:1710,0.0,0.0,0.0,0.0,2.92,1.31,0.0
20170108:1810,0.0,0.0,0.0,0.0,2.48,1.45,0.0
20170108:1910,0.0,0.0,0.0,0.0,2.79,0.83,0.0
20170108:2010,0.0,0.0,0.0,0.0,2.81,1.03,0.0
20170108:2110,0.0,0.0,0.0,0.0,2.78,1.03,0.0
20170108:2210,0.0,0.0,0.0,0.0,2.77,1.1,0.0
20170108:2310,0.0,0.0,0.0,0.0,2.77,1.31,0.0
20170109:0010,0.0,0.0,0.0,0.0,2.88,1.52,0.0
20170109:0110,0.0,0.0,0.0,0.0,2.96,1.72,0.0
20170109:0210,0.0,0.0,0.0,0.0,3.09,1.79,0.0
20170109:0310,0.0,0.0,0.0,0.0,3.19,2.0,0.0
20170109:0410,0.0,0.0,0.0,0.0,3.29,2.07,0.0
20170109:0510,0.0,0.0,0.0,0.0,3.34,2.14,0.0
20170109:0610,0.0,0.0,0.0,0.0,3.32,2.21,0.0
20170109:0710,0.0,0.0,0.0,0.0,3.62,1.86,0.0
20170109:0810,0.0,3.0,0.0,3.06,3.74,2.07,0.0
20170109:0910,0.0,27.0,0.0,10.05,4.06,2.07,0.0
20170109:1010,0.0,73.0,0.0,15.33,4.41,2.07,0.0
20170109:1110,0.0,80.0,0.0,18.48,4.97,2.34,0.0
20170109:1210,4.0,122.0,0.0,19.2,5.51,2.41,0.0
20170109:1310,0.0,86.0,0.0,17.4,5.88,2.69,0.0
20170109:1410,0.0,56.0,0.0,13.27,5.94,2.62,0.0
20170109:1510,8.0,46.0,0.0,7.19,5.83,2.97,0.0
20170109:1610,0.0,0.0,0.0,0.0,5.68,3.17,0.0
20170109:1710,0.0,0.0,0.0,0.0,5.59,3.31,0.0
20170109:1810,0.0,0.0,0.0,0.0,5.65,3.66,0.0
20170109:1910,0.0,0.0,0.0,0.0,6.26,4.0,0.0
20170109:2010,0.0,0.0,0.0,0.0,6.59,4.28,0.0
20170109:2110,0.0,0.0,0.0,0.0,6.92,4.62,0.0
20170109:2210,0.0,0.0,0.0,0.0,7.14,4.97,0.0
20170109:2310,0.0,0.0,0.0,0.0,7.27,5.31,0.0
20170110:0010,0.0,0.0,0.0,0.0,7.36,5.31,0.0
20170110:0110,0.0,0.0,0.0,0.0,7.45,4.69,0.0
20170110:0210,0.0,0.0,0.0,0.0,6.74,4.62,0.0
20170110:0310,0.0,0.0,0.0,0.0,5.55,4.0,0.0
20170110:0410,0.0,0.0,0.0,0.0,4.78,3.52,0.0
20170110:0510,0.0,0.0,0.0,0.0,3.86,2.9,0.0
20170110:0610,0.0,0.0,0.0,0.0,3.27,2.9,0.0
20170110:0710,0.0,0.0,0.0,0.0,3.02,2.69,0.0
20170110:0810,15.0,12.08,0.0,3.13,2.8,2.97,0.0
20170110:0910,29.0,74.0,0.0,10.14,3.73,3.1,0.0
20170110:1010,190.01,59.0,0.0,15.44,5.04,2.76,0.0
20170110:1110,10.0,134.0,0.0,18.61,6.05,3.17,0.0
20170110:1210,14.0,143.0,0.0,19.35,6.81,3.66,0.0
20170110:1310,50.0,139.0,0.0,17.56,7.31,3.93,0.0
20170110:1410,0.0,53.0,0.0,13.44,7.29,3.38,0.0
20170110:1510,0.0,16.0,0.0,7.36,6.81,2.9,0.0
20170110:1610,0.0,0.0,0.0,0.0,6.22,2.55,0.0
20170110:1710,0.0,0.0,0.0,0.0,5.71,2.14,0.0
20170110:1810,0.0,0.0,0.0,0.0,5.38,1.93,0.0
20170110:1910,0.0,0.0,0.0,0.0,4.59,2.0,0.0
20170110:2010,0.0,0.0,0.0,0.0,4.3,2.0,0.0
20170110:2110,0.0,0.0,0.0,0.0,3.98,2.0,0.0
20170110:2210,0.0,0.0,0.0,0.0,3.67,2.07,0.0
20170110:2310,0.0,0.0,0.0,0.0,3.59,2.07,0.0
20170111:0010,0.0,0.0,0.0,0.0,3.41,2.21,0.0
20170111:0110,0.0,0.0,0.0,0.0,3.5,2.28,0.0
20170111:0210,0.0,0.0,0.0,0.0,3.47,2.48,0.0
20170111:0310,0.0,0.0,0.0,0.0,3.7,2.69,0.0
20170111:0410,0.0,0.0,0.0,0.0,4.36,2.97,0.0
20170111:0510,0.0,0.0,0.0,0.0,4.89,3.38,0.0
20170111:0610,0.0,0.0,0.0,0.0,5.4,3.72,0.0
20170111:0710,0.0,0.0,0.0,0.0,5.64,3.72,0.0
20170111:0810,0.0,13.0,0.0,3.21,6.19,3.86,0.0
20170111:0910,1.0,54.0,0.0,10.23,6.91,3.86,0.0
20170111:1010,3.0,97.0,0.0,15.56,7.56,4.34,0.0
20170111:1110,0.0,99.0,0.0,18.75,8.04,4.97,0.0
20170111:1210,0.0,90.0,0.0,19.5,8.48,5.17,0.0
20170111:1310,0.0,93.0,0.0,17.73,9.06,5.1,0.0
20170111:1410,0.0,68.0,0.0,13.61,9.6,4.9,0.0
20170111:1510,2.0,41.0,0.0,7.54,9.7,4.9,0.0
20170111:1610,0.0,0.0,0.0,0.0,9.44,4.9,0.0
20170111:1710,0.0,0.0,0.0,0.0,8.78,4.69,0.0
20170111:1810,0.0,0.0,0.0,0.0,7.88,4.41,0.0
20170111:1910,0.0,0.0,0.0,0.0,7.77,4.48,0.0
20170111:2010,0.0,0.0,0.0,0.0,7.27,4.14,0.0
20170111:2110,0.0,0.0,0.0,0.0,6.89,3.72,0.0
20170111:2210,0.0,0.0,0.0,0.0,6.91,3.52,0.0
20170111:2310,0.0,0.0,0.0,0.0,6.74,3.59,0.0
20170112:0010,0.0,0.0,0.0,0.0,6.44,3.59,0.0
20170112:0110,0.0,0.0,0.0,0.0,6.1,3.52,0.0
20170112:0210,0.0,0.0,0.0,0.0,5.6,3.17,0.0
20170112:0310,0.0,0.0,0.0,0.0,5.21,2.97,0.0
20170112:0410,0.0,0.0,0.0,0.0,5.04,3.03,0.0
20170112:0510,0.0,0.0,0.0,0.0,4.89,3.1,0.0
20170112:0610,0.0,0.0,0.0,0.0,4.96,3.1,0.0
20170112:0710,0.0,0.0,0.0,0.0,5.18,2.97,0.0
20170112:0810,0.0,13.0,0.0,3.29,5.21,3.03,0.0
20170112:0910,5.0,66.0,0.0,10.33,5.48,3.03,0.0
20170112:1010,17.0,117.0,0.0,15.68,6.02,3.03,0.0
20170112:1110,33.0,150.0,0.0,18.9,6.66,3.86,0.0
20170112:1210,10.0,139.0,0.0,19.67,6.88,4.34,0.0
20170112:1310,12.0,130.0,0.0,17.9,7.13,5.93,0.0
20170112:1410,0.0,54.0,0.0,13.79,7.09,5.38,0.0
20170112:1510,3.0,45.0,0.0,7.72,6.66,5.66,0.0
20170112:1610,0.0,0.0,0.0,0.0,6.51,5.72,0.0
20170112:1710,0.0,0.0,0.0,0.0,6.62,6.21,0.0
20170112:1810,0.0,0.0,0.0,0.0,7.04,7.31,0.0
20170112:1910,0.0,0.0,0.0,0.0,8.27,11.45,0.0
20170112:2010,0.0,0.0,0.0,0.0,6.11,10.97,0.0
20170112:2110,0.0,0.0,0.0,0.0,4.93,10.28,0.0
20170112:2210,0.0,0.0,0.0,0.0,4.42,9.52,0.0
20170112:2310,0.0,0.0,0.0,0.0,3.54,8.28,0.0
20170113:0010,0.0,0.0,0.0,0.0,2.88,7.24,0.0
20170113:0110,0.0,0.0,0.0,0.0,2.33,6.55,0.0
20170113:0210,0.0,0.0,0.0,0.0,2.03,6.41,0.0
20170113:0310,0.0,0.0,0.0,0.0,1.48,5.93,0.0
20170113:0410,0.0,0.0,0.0,0.0,1.23,5.17,0.0
20170113:0510,0.0,0.0,0.0,0.0,0.95,4.76,0.0
20170113:0610,0.0,0.0,0.0,0.0,0.83,4.55,0.0
20170113:0710,0.0,0.0,0.0,0.0,0.69,4.14,0.0
20170113:0810,17.0,13.53,0.0,3.38,0.57,4.0,0.0
20170113:0910,48.0,74.0,0.0,10.44,1.21,4.28,0.0
20170113:1010,3.0,98.0,0.0,15.81,2.35,4.41,0.0
20170113:1110,222.01,85.0,0.0,19.05,3.42,5.17,0.0
20170113:1210,257.01,75.0,0.0,19.83,4.42,6.76,0.0
20170113:1310,218.01,75.0,0.0,18.08,4.71,6.62,0.0
20170113:1410,65.0,104.0,0.0,13.98,4.42,6.9,0.0
20170113:1510,2.0,46.0,0.0,7.91,3.72,7.38,0.0
20170113:1610,0.0,0.0,0.0,0.0,3.09,7.1,0.0
20170113:1710,0.0,0.0,0.0,0.0,2.32,6.69,0.0
20170113:1810,0.0,0.0,0.0,0.0,1.95,6.48,0.0
20170113:1910,0.0,0.0,0.0,0.0,2.94,5.72,0.0
20170113:2010,0.0,0.0,0.0,0.0,2.55,5.24,0.0
20170113:2110,0.0,0.0,0.0,0.0,2.3,4.76,0.0
20170113:2210,0.0,0.0,0.0,0.0,2.15,4.28,0.0
20170113:2310,0.0,0.0,0.0,0.0,1.62,3.86,0.0
20170114:0010,0.0,0.0,0.0,0.0,1.45,3.79,0.0
20170114:0110,0.0,0.0,0.0,0.0,1.03,3.72,0.0
20170114:0210,0.0,0.0,0.0,0.0,0.88,3.93,0.0
20170114:0310,0.0,0.0,0.0,0.0,0.67,3.93,0.0
20170114:0410,0.0,0.0,0.0,0.0,0.08,3.72,0.0
20170114:0510,0.0,0.0,0.0,0.0,-0.43,3.66,0.0
20170114:0610,0.0,0.0,0.0,0.0,-0.58,3.59,0.0
20170114:0710,0.0,0.0,0.0,0.0,-0.79,3.38,0.0
20170114:0810,19.0,13.23,0.0,3.48,-0.99,3.1,0.0
20170114:0910,114.01,46.0,0.0,10.56,-0.14,3.03,0.0
20170114:1010,58.0,126.0,0.0,15.95,1.49,3.17,0.0
20170114:1110,188.01,106.0,0.0,19.21,2.88,3.72,0.0
20170114:1210,4.0,129.0,0.0,20.01,3.37,3.86,0.0
20170114:1310,9.0,129.0,0.0,18.27,3.77,4.34,0.0
20170114:1410,23.0,109.0,0.0,14.17,4.1,3.93,0.0
20170114:1510,11.0,55.0,0.0,8.1,4.41,4.34,0.0
20170114:1610,0.0,0.0,0.0,0.0,3.53,3.66,0.0
20170114:1710,0.0,0.0,0.0,0.0,2.78,3.1,0.0
20170114:1810,0.0,0.0,0.0,0.0,2.39,2.83,0.0
20170114:1910,0.0,0.0,0.0,0.0,2.24,3.17,0.0
20170114:2010,0.0,0.0,0.0,0.0,1.7,2.83,0.0
20170114:2110,0.0,0.0,0.0,0.0,0.9,2.83,0.0
20170114:2210,0.0,0.0,0.0,0.0,0.35,2.97,0.0
20170114:2310,0.0,0.0,0.0,0.0,-0.14,2.83,0.0
20170115:0010,0.0,0.0,0.0,0.0,-0.7,2.62,0.0
20170115:0110,0.0,0.0,0.0,0.0,-1.27,2.55,0.0
20170115:0210,0.0,0.0,0.0,0.0,-1.44,2.34,0.0
20170115:0310,0.0,0.0,0.0,0.0,-1.42,2.34,0.0
20170115:0410,0.0,0.0,0.0,0.0,-1.12,2.28,0.0
20170115:0510,0.0,0.0,0.0,0.0,-0.69,2.21,0.0
20170115:0610,0.0,0.0,0.0,0.0,-0.33,2.14,0.0
20170115:0710,0.0,0.0,0.0,0.0,-0.37,2.14,0.0
20170115:0810,1.0,16.81,0.0,3.58,-0.16,2.07,0.0
20170115:0910,7.0,71.0,0.0,10.68,0.69,2.0,0.0
20170115:1010,21.0,124.0,0.0,16.09,1.75,1.93,0.0
20170115:1110,58.0,157.0,0.0,19.37,2.87,2.34,0.0
20170115:1210,52.0,165.0,0.0,20.19,3.45,2.9,0.0
20170115:1310,37.0,149.0,0.0,18.46,3.76,2.62,0.0
20170115:1410,3.0,87.0,0.0,14.37,3.68,2.69,0.0
20170115:1510,1.0,45.0,0.0,8.3,3.36,2.48,0.0
20170115:1610,0.0,0.0,0.0,0.0,2.93,2.41,0.0
20170115:1710,0.0,0.0,0.0,0.0,2.53,2.34,0.0
20170115:1810,0.0,0.0,0.0,0.0,2.23,2.14,0.0
20170115:1910,0.0,0.0,0.0,0.0,1.71,2.34,0.0
20170115:2010,0.0,0.0,0.0,0.0,1.79,2.21,0.0
20170115:2110,0.0,0.0,0.0,0.0,1.94,1.79,0.0
20170115:2210,0.0,0.0,0.0,0.0,2.02,1.52,0.0
20170115:2310,0.0,0.0,0.0,0.0,1.94,1.45,0.0
20170116:0010,0.0,0.0,0.0,0.0,1.83,1.59,0.0
20170116:0110,0.0,0.0,0.0,0.0,1.67,1.79,0.0
20170116:0210,0.0,0.0,0.0,0.0,1.55,2.21,0.0
20170116:0310,0.0,0.0,0.0,0.0,1.43,2.55,0.0
20170116:0410,0.0,0.0,0.0,0.0,1.33,2.48,0.0
20170116:0510,0.0,0.0,0.0,0.0,1.21,2.48,0.0
20170116:0610,0.0,0.0,0.0,0.0,0.97,2.62,0.0
20170116:0710,0.0,0.0,0.0,0.0,0.48,2.76,0.0
20170116:0810,0.0,12.0,0.0,3.69,0.33,2.62,0.0
20170116:0910,2.0,64.0,0.0,10.81,0.45,2.41,0.0
20170116:1010,2.0,96.0,0.0,16.25,0.7,2.14,0.0
20170116:1110,2.0,117.0,0.0,19.55,1.04,2.0,0.0
20170116:1210,8.0,143.0,0.0,20.38,1.34,1.93,0.0
20170116:1310,31.0,149.0,0.0,18.66,1.6,2.0,0.0
20170116:1410,36.0,113.0,0.0,14.57,1.72,2.28,0.0
20170116:1510,10.0,58.0,0.0,8.5,1.68,2.48,0.0
20170116:1610,0.0,0.0,0.0,0.0,1.52,2.34,0.0
20170116:1710,0.0,0.0,0.0,0.0,1.41,1.86,0.0
20170116:1810,0.0,0.0,0.0,0.0,1.32,2.0,0.0
20170116:1910,0.0,0.0,0.0,0.0,1.25,2.41,0.0
20170116:2010,0.0,0.0,0.0,0.0,0.99,2.41,0.0
20170116:2110,0.0,0.0,0.0,0.0,0.64,2.48,0.0
20170116:2210,0.0,0.0,0.0,0.0,-0.05,2.48,0.0
20170116:2310,0.0,0.0,0.0,0.0,-0.55,2.48,0.0
20170117:0010,0.0,0.0,0.0,0.0,-1.65,2.48,0.0
20170117:0110,0.0,0.0,0.0,0.0,-2.39,2.41,0.0
20170117:0210,0.0,0.0,0.0,0.0,-3.05,2.41,0.0
20170117:0310,0.0,0.0,0.0,0.0,-3.74,2.41,0.0
20170117:0410,0.0,0.0,0.0,0.0,-4.28,2.34,0.0
