Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20180110:1910,0.0,0.0,0.0,0.0,6.07,2.07,0.0
20180110:2010,0.0,0.0,0.0,0.0,5.92,2.0,0.0
20180110:2110,0.0,0.0,0.0,0.0,5.66,1.93,0.0
20180110:2210,0.0,0.0,0.0,0.0,5.04,1.86,0.0
20180110:2310,0.0,0.0,0.0,0.0,4.53,1.79,0.0
20180111:0010,0.0,0.0,0.0,0.0,3.87,1.93,0.0
20180111:0110,0.0,0.0,0.0,0.0,3.34,1.93,0.0
20180111:0210,0.0,0.0,0.0,0.0,3.01,1.79,0.0
20180111:0310,0.0,0.0,0.0,0.0,3.05,1.66,0.0
20180111:0410,0.0,0.0,0.0,0.0,3.12,1.45,0.0
20180111:0510,0.0,0.0,0.0,0.0,3.5,1.24,0.0
20180111:0610,0.0,0.0,0.0,0.0,3.83,1.17,0.0
20180111:0710,0.0,0.0,0.0,0.0,3.97,1.45,0.0
20180111:0810,2.0,15.59,0.0,3.21,4.12,1.38,0.0
20180111:0910,83.01,56.0,0.0,10.23,4.76,1.17,0.0
20180111:1010,19.0,118.0,0.0,15.56,5.37,0.9,0.0
20180111:1110,6.0,125.0,0.0,18.75,6.09,1.1,0.0
20180111:1210,21.0,151.0,0.0,19.5,6.67,1.79,0.0
20180111:1310,0.0,45.0,0.0,17.73,7.0,2.28,0.0
20180111:1410,0.0,39.0,0.0,13.61,7.15,2.41,0.0
20180111:1510,15.0,51.0,0.0,7.54,7.12,2.34,0.0
20180111:1610,0.0,0.0,0.0,0.0,6.71,2.21,0.0
20180111:1710,0.0,0.0,0.0,0.0,6.21,2.41,0.0
20180111:1810,0.0,0.0,0.0,0.0,5.95,2.62,0.0
20180111:1910,0.0,0.0,0.0,0.0,6.17,2.48,0.0
20180111:2010,0.0,0.0,0.0,0.0,5.97,2.48,0.0
20180111:2110,0.0,0.0,0.0,0.0,5.81,2.48,0.0
20180111:2210,0.0,0.0,0.0,0.0,5.57,2.41,0.0
20180111:2310,0.0,0.0,0.0,0.0,5.44,2.34,0.0
20180112:0010,0.0,0.0,0.0,0.0,5.37,2.28,0.0
20180112:0110,0.0,0.0,0.0,0.0,5.17,2.28,0.0
20180112:0210,0.0,0.0,0.0,0.0,5.16,2.07,0.0
20180112:0310,0.0,0.0,0.0,0.0,5.13,2.07,0.0
20180112:0410,0.0,0.0,0.0,0.0,5.0,2.07,0.0
20180112:0510,0.0,0.0,0.0,0.0,4.93,2.0,0.0
20180112:0610,0.0,0.0,0.0,0.0,4.82,1.93,0.0
20180112:0710,0.0,0.0,0.0,0.0,4.89,2.07,0.0
20180112:0810,0.0,14.0,0.0,3.29,4.84,2.0,0.0
20180112:0910,3.0,62.0,0.0,10.33,4.9,2.14,0.0
20180112:1010,2.0,96.0,0.0,15.68,5.01,2.97,0.0
20180112:1110,5.0,126.0,0.0,18.9,5.37,2.83,0.0
20180112:1210,0.0,80.0,0.0,19.67,5.77,2.28,0.0
20180112:1310,0.0,87.0,0.0,17.9,6.25,2.21,0.0
20180112:1410,0.0,52.0,0.0,13.79,6.5,2.14,0.0
20180112:1510,0.0,34.0,0.0,7.72,6.58,1.59,0.0
20180112:1610,0.0,0.0,0.0,0.0,6.44,1.1,0.0
20180112:1710,0.0,0.0,0.0,0.0,6.24,0.97,0.0
20180112:1810,0.0,0.0,0.0,0.0,6.06,1.38,0.0
20180112:1910,0.0,0.0,0.0,0.0,6.18,1.03,0.0
20180112:2010,0.0,0.0,0.0,0.0,6.08,1.03,0.0
20180112:2110,0.0,0.0,0.0,0.0,6.01,1.17,0.0
20180112:2210,0.0,0.0,0.0,0.0,5.79,1.45,0.0
20180112:2310,0.0,0.0,0.0,0.0,5.79,1.59,0.0
20180113:0010,0.0,0.0,0.0,0.0,5.55,1.66,0.0
20180113:0110,0.0,0.0,0.0,0.0,5.32,1.72,0.0
20180113:0210,0.0,0.0,0.0,0.0,4.82,1.79,0.0
20180113:0310,0.0,0.0,0.0,0.0,4.62,1.72,0.0
20180113:0410,0.0,0.0,0.0,0.0,4.45,1.86,0.0
20180113:0510,0.0,0.0,0.0,0.0,3.95,2.07,0.0
20180113:0610,0.0,0.0,0.0,0.0,4.05,2.14,0.0
20180113:0710,0.0,0.0,0.0,0.0,2.52,2.41,0.0
20180113:0810,20.0,12.16,0.0,3.38,2.33,2.48,0.0
20180113:0910,86.01,58.0,0.0,10.44,2.76,2.34,0.0
20180113:1010,7.0,109.0,0.0,15.81,4.18,2.41,0.0
20180113:1110,16.0,144.0,0.0,19.05,5.69,2.76,0.0
20180113:1210,0.0,94.0,0.0,19.83,6.87,3.38,0.0
20180113:1310,2.0,111.0,0.0,18.08,7.47,3.93,0.0
20180113:1410,0.0,48.0,0.0,13.98,7.62,3.86,0.0
20180113:1510,46.0,48.0,0.0,7.91,7.2,3.1,0.0
20180113:1610,0.0,0.0,0.0,0.0,6.03,3.1,0.0
20180113:1710,0.0,0.0,0.0,0.0,4.77,3.1,0.0
20180113:1810,0.0,0.0,0.0,0.0,4.21,3.1,0.0
20180113:1910,0.0,0.0,0.0,0.0,4.53,2.34,0.0
20180113:2010,0.0,0.0,0.0,0.0,4.05,2.34,0.0
20180113:2110,0.0,0.0,0.0,0.0,3.88,2.28,0.0
20180113:2210,0.0,0.0,0.0,0.0,3.73,2.14,0.0
20180113:2310,0.0,0.0,0.0,0.0,3.55,1.93,0.0
20180114:0010,0.0,0.0,0.0,0.0,3.01,2.0,0.0
20180114:0110,0.0,0.0,0.0,0.0,2.73,1.93,0.0
20180114:0210,0.0,0.0,0.0,0.0,2.36,1.86,0.0
20180114:0310,0.0,0.0,0.0,0.0,2.05,1.79,0.0
20180114:0410,0.0,0.0,0.0,0.0,1.67,1.79,0.0
20180114:0510,0.0,0.0,0.0,0.0,1.35,1.72,0.0
20180114:0610,0.0,0.0,0.0,0.0,0.94,1.66,0.0
20180114:0710,0.0,0.0,0.0,0.0,-0.24,1.03,0.0
20180114:0810,15.0,14.85,0.0,3.48,0.37,0.69,0.0
20180114:0910,67.0,67.0,0.0,10.56,0.75,0.34,0.0
20180114:1010,191.01,64.0,0.0,15.95,2.64,0.34,0.0
20180114:1110,240.01,74.0,0.0,19.21,4.57,0.41,0.0
20180114:1210,253.01,76.0,0.0,20.01,6.11,0.28,0.0
20180114:1310,191.01,90.0,0.0,18.27,7.18,0.34,0.0
20180114:1410,152.01,63.0,0.0,14.17,7.79,0.48,0.0
20180114:1510,69.01,39.0,0.0,8.1,7.87,0.41,0.0
20180114:1610,0.0,0.0,0.0,0.0,7.39,0.21,0.0
20180114:1710,0.0,0.0,0.0,0.0,6.48,0.41,0.0
20180114:1810,0.0,0.0,0.0,0.0,5.51,0.48,0.0
20180114:1910,0.0,0.0,0.0,0.0,3.7,1.1,0.0
20180114:2010,0.0,0.0,0.0,0.0,1.74,2.0,0.0
20180114:2110,0.0,0.0,0.0,0.0,2.06,2.0,0.0
20180114:2210,0.0,0.0,0.0,0.0,2.52,2.14,0.0
20180114:2310,0.0,0.0,0.0,0.0,2.91,2.28,0.0
20180115:0010,0.0,0.0,0.0,0.0,3.85,2.34,0.0
20180115:0110,0.0,0.0,0.0,0.0,4.86,2.48,0.0
20180115:0210,0.0,0.0,0.0,0.0,5.58,2.83,0.0
20180115:0310,0.0,0.0,0.0,0.0,5.91,3.31,0.0
20180115:0410,0.0,0.0,0.0,0.0,6.14,3.72,0.0
20180115:0510,0.0,0.0,0.0,0.0,6.28,4.21,0.0
20180115:0610,0.0,0.0,0.0,0.0,6.21,4.62,0.0
20180115:0710,0.0,0.0,0.0,0.0,6.56,4.97,0.0
20180115:0810,2.0,16.61,0.0,3.58,6.46,5.72,0.0
20180115:0910,46.0,75.0,0.0,10.68,6.51,6.14,0.0
20180115:1010,36.0,126.0,0.0,16.09,6.54,6.69,0.0
20180115:1110,1.0,105.0,0.0,19.37,6.55,6.9,0.0
20180115:1210,0.0,55.0,0.0,20.19,6.61,7.86,0.0
20180115:1310,0.0,35.0,0.0,18.46,6.74,8.69,0.0
20180115:1410,0.0,42.0,0.0,14.37,6.86,9.45,0.0
20180115:1510,0.0,14.0,0.0,8.3,7.21,9.59,0.0
20180115:1610,0.0,0.0,0.0,0.0,7.85,9.17,0.0
20180115:1710,0.0,0.0,0.0,0.0,8.54,7.93,0.0
20180115:1810,0.0,0.0,0.0,0.0,8.79,7.03,0.0
20180115:1910,0.0,0.0,0.0,0.0,9.5,6.97,0.0
20180115:2010,0.0,0.0,0.0,0.0,9.28,6.9,0.0
20180115:2110,0.0,0.0,0.0,0.0,8.75,6.62,0.0
20180115:2210,0.0,0.0,0.0,0.0,8.29,6.62,0.0
20180115:2310,0.0,0.0,0.0,0.0,8.12,6.28,0.0
20180116:0010,0.0,0.0,0.0,0.0,8.47,6.83,0.0
20180116:0110,0.0,0.0,0.0,0.0,8.41,7.03,0.0
20180116:0210,0.0,0.0,0.0,0.0,8.36,6.97,0.0
20180116:0310,0.0,0.0,0.0,0.0,8.3,7.03,0.0
20180116:0410,0.0,0.0,0.0,0.0,8.25,6.9,0.0
20180116:0510,0.0,0.0,0.0,0.0,8.28,7.31,0.0
20180116:0610,0.0,0.0,0.0,0.0,8.24,7.52,0.0
20180116:0710,0.0,0.0,0.0,0.0,8.53,7.03,0.0
20180116:0810,5.0,19.84,0.0,3.69,8.29,7.24,0.0
20180116:0910,30.0,80.0,0.0,10.81,8.27,7.1,0.0
20180116:1010,181.01,71.0,0.0,16.25,8.18,7.17,0.0
20180116:1110,9.0,137.0,0.0,19.55,8.22,7.66,0.0
20180116:1210,0.0,104.0,0.0,20.38,8.78,6.62,0.0
20180116:1310,0.0,86.0,0.0,18.66,8.37,7.17,0.0
20180116:1410,0.0,64.0,0.0,14.57,8.66,6.9,0.0
20180116:1510,6.0,54.0,0.0,8.5,8.1,7.52,0.0
20180116:1610,0.0,0.0,0.0,0.0,6.81,7.45,0.0
20180116:1710,0.0,0.0,0.0,0.0,6.05,7.03,0.0
20180116:1810,0.0,0.0,0.0,0.0,5.62,6.48,0.0
20180116:1910,0.0,0.0,0.0,0.0,6.49,5.38,0.0
20180116:2010,0.0,0.0,0.0,0.0,6.27,6.41,0.0
20180116:2110,0.0,0.0,0.0,0.0,6.09,7.52,0.0
20180116:2210,0.0,0.0,0.0,0.0,5.72,7.38,0.0
20180116:2310,0.0,0.0,0.0,0.0,5.33,7.31,0.0
20180117:0010,0.0,0.0,0.0,0.0,5.02,7.45,0.0
20180117:0110,0.0,0.0,0.0,0.0,4.65,8.28,0.0
20180117:0210,0.0,0.0,0.0,0.0,4.04,8.34,0.0
20180117:0310,0.0,0.0,0.0,0.0,3.51,8.07,0.0
20180117:0410,0.0,0.0,0.0,0.0,2.86,7.79,0.0
20180117:0510,0.0,0.0,0.0,0.0,2.96,7.79,0.0
20180117:0610,0.0,0.0,0.0,0.0,2.7,7.93,0.0
20180117:0710,0.0,0.0,0.0,0.0,3.72,7.31,0.0
