Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150110:0310,0.0,0.0,0.0,0.0,11.61,6.62,0.0
20150110:0410,0.0,0.0,0.0,0.0,11.46,6.62,0.0
20150110:0510,0.0,0.0,0.0,0.0,11.33,6.55,0.0
20150110:0610,0.0,0.0,0.0,0.0,11.16,6.55,0.0
20150110:0710,0.0,0.0,0.0,0.0,10.66,7.17,0.0
20150110:0810,0.0,13.0,0.0,3.13,10.57,7.24,0.0
20150110:0910,7.0,67.0,0.0,10.14,10.82,7.52,0.0
20150110:1010,6.0,101.0,0.0,15.44,11.09,7.72,0.0
20150110:1110,2.0,109.0,0.0,18.61,11.41,8.0,0.0
20150110:1210,20.0,147.0,0.0,19.35,11.62,7.79,0.0
20150110:1310,6.0,116.0,0.0,17.56,11.84,7.52,0.0
20150110:1410,0.0,64.0,0.0,13.44,11.78,7.45,0.0
20150110:1510,6.0,47.0,0.0,7.36,11.64,6.97,0.0
20150110:1610,0.0,0.0,0.0,0.0,11.57,6.55,0.0
20150110:1710,0.0,0.0,0.0,0.0,11.27,5.79,0.0
20150110:1810,0.0,0.0,0.0,0.0,10.48,5.1,0.0
20150110:1910,0.0,0.0,0.0,0.0,10.16,5.1,0.0
20150110:2010,0.0,0.0,0.0,0.0,9.25,4.55,0.0
20150110:2110,0.0,0.0,0.0,0.0,8.1,3.93,0.0
20150110:2210,0.0,0.0,0.0,0.0,7.3,3.31,0.0
20150110:2310,0.0,0.0,0.0,0.0,6.8,3.1,0.0
20150111:0010,0.0,0.0,0.0,0.0,6.27,2.97,0.0
20150111:0110,0.0,0.0,0.0,0.0,5.88,3.17,0.0
20150111:0210,0.0,0.0,0.0,0.0,5.47,3.72,0.0
20150111:0310,0.0,0.0,0.0,0.0,5.33,4.41,0.0
20150111:0410,0.0,0.0,0.0,0.0,5.2,4.97,0.0
20150111:0510,0.0,0.0,0.0,0.0,4.73,4.83,0.0
20150111:0610,0.0,0.0,0.0,0.0,4.21,5.17,0.0
20150111:0710,0.0,0.0,0.0,0.0,4.1,4.9,0.0
20150111:0810,9.0,15.95,0.0,3.21,4.31,4.9,0.0
20150111:0910,90.01,53.0,0.0,10.23,4.82,4.9,0.0
20150111:1010,163.01,75.0,0.0,15.56,5.81,4.21,0.0
20150111:1110,226.01,78.0,0.0,18.75,6.76,5.59,0.0
20150111:1210,226.01,86.0,0.0,19.5,7.47,7.03,0.0
20150111:1310,7.0,121.0,0.0,17.73,7.9,6.48,0.0
20150111:1410,68.0,98.0,0.0,13.61,7.96,5.17,0.0
20150111:1510,27.0,51.0,0.0,7.54,7.82,4.21,0.0
20150111:1610,0.0,0.0,0.0,0.0,7.32,4.07,0.0
20150111:1710,0.0,0.0,0.0,0.0,6.62,3.79,0.0
20150111:1810,0.0,0.0,0.0,0.0,6.51,3.72,0.0
20150111:1910,0.0,0.0,0.0,0.0,5.2,4.76,0.0
20150111:2010,0.0,0.0,0.0,0.0,5.1,4.9,0.0
20150111:2110,0.0,0.0,0.0,0.0,5.22,4.97,0.0
20150111:2210,0.0,0.0,0.0,0.0,5.42,4.97,0.0
20150111:2310,0.0,0.0,0.0,0.0,5.46,4.69,0.0
20150112:0010,0.0,0.0,0.0,0.0,5.4,4.69,0.0
20150112:0110,0.0,0.0,0.0,0.0,5.38,4.97,0.0
20150112:0210,0.0,0.0,0.0,0.0,5.59,5.17,0.0
20150112:0310,0.0,0.0,0.0,0.0,5.49,5.17,0.0
20150112:0410,0.0,0.0,0.0,0.0,5.46,5.38,0.0
20150112:0510,0.0,0.0,0.0,0.0,5.52,5.66,0.0
20150112:0610,0.0,0.0,0.0,0.0,5.31,5.72,0.0
20150112:0710,0.0,0.0,0.0,0.0,5.21,5.52,0.0
20150112:0810,0.0,6.0,0.0,3.29,5.41,5.72,0.0
20150112:0910,0.0,51.0,0.0,10.33,5.8,5.66,0.0
20150112:1010,4.0,99.0,0.0,15.68,5.87,5.38,0.0
20150112:1110,6.0,129.0,0.0,18.9,6.22,5.79,0.0
20150112:1210,68.0,158.0,0.0,19.67,6.82,6.07,0.0
20150112:1310,146.01,111.0,0.0,17.9,7.54,6.07,0.0
20150112:1410,48.0,105.0,0.0,13.79,8.16,5.59,0.0
20150112:1510,1.0,42.0,0.0,7.72,8.37,6.14,0.0
20150112:1610,0.0,0.0,0.0,0.0,8.41,6.0,0.0
20150112:1710,0.0,0.0,0.0,0.0,8.31,5.93,0.0
20150112:1810,0.0,0.0,0.0,0.0,8.35,6.14,0.0
20150112:1910,0.0,0.0,0.0,0.0,8.0,6.34,0.0
20150112:2010,0.0,0.0,0.0,0.0,7.69,6.48,0.0
20150112:2110,0.0,0.0,0.0,0.0,7.53,6.62,0.0
20150112:2210,0.0,0.0,0.0,0.0,7.45,6.55,0.0
20150112:2310,0.0,0.0,0.0,0.0,7.47,6.41,0.0
20150113:0010,0.0,0.0,0.0,0.0,7.46,6.34,0.0
20150113:0110,0.0,0.0,0.0,0.0,7.54,6.34,0.0
20150113:0210,0.0,0.0,0.0,0.0,7.3,6.34,0.0
20150113:0310,0.0,0.0,0.0,0.0,7.3,6.62,0.0
20150113:0410,0.0,0.0,0.0,0.0,7.49,6.83,0.0
20150113:0510,0.0,0.0,0.0,0.0,8.02,7.03,0.0
20150113:0610,0.0,0.0,0.0,0.0,8.45,7.24,0.0
20150113:0710,0.0,0.0,0.0,0.0,9.49,7.66,0.0
20150113:0810,1.0,16.8,0.0,3.38,9.06,7.93,0.0
20150113:0910,1.0,56.0,0.0,10.44,9.33,8.28,0.0
20150113:1010,4.0,101.0,0.0,15.81,10.11,8.69,0.0
20150113:1110,4.0,122.0,0.0,19.05,10.62,8.97,0.0
20150113:1210,0.0,82.0,0.0,19.83,10.23,8.62,0.0
20150113:1310,0.0,70.0,0.0,18.08,10.14,7.93,0.0
20150113:1410,0.0,59.0,0.0,13.98,10.23,7.24,0.0
20150113:1510,3.0,46.0,0.0,7.91,9.87,6.0,0.0
20150113:1610,0.0,0.0,0.0,0.0,9.52,5.03,0.0
20150113:1710,0.0,0.0,0.0,0.0,8.97,4.41,0.0
20150113:1810,0.0,0.0,0.0,0.0,8.35,4.55,0.0
20150113:1910,0.0,0.0,0.0,0.0,8.3,4.62,0.0
20150113:2010,0.0,0.0,0.0,0.0,8.16,5.24,0.0
20150113:2110,0.0,0.0,0.0,0.0,7.8,5.66,0.0
20150113:2210,0.0,0.0,0.0,0.0,7.38,6.21,0.0
20150113:2310,0.0,0.0,0.0,0.0,7.07,7.17,0.0
20150114:0010,0.0,0.0,0.0,0.0,7.07,8.07,0.0
20150114:0110,0.0,0.0,0.0,0.0,6.64,7.03,0.0
20150114:0210,0.0,0.0,0.0,0.0,5.82,6.0,0.0
20150114:0310,0.0,0.0,0.0,0.0,5.12,5.66,0.0
20150114:0410,0.0,0.0,0.0,0.0,4.69,5.66,0.0
20150114:0510,0.0,0.0,0.0,0.0,4.65,6.28,0.0
20150114:0610,0.0,0.0,0.0,0.0,4.81,6.83,0.0
20150114:0710,0.0,0.0,0.0,0.0,5.63,7.31,0.0
20150114:0810,1.0,14.82,0.0,3.48,5.71,7.38,0.0
20150114:0910,0.0,27.0,0.0,10.56,5.94,7.31,0.0
20150114:1010,166.01,77.0,0.0,15.95,6.32,7.59,0.0
20150114:1110,160.01,118.0,0.0,19.21,6.72,6.07,0.0
20150114:1210,22.0,156.0,0.0,20.01,7.51,6.83,0.0
20150114:1310,4.0,119.0,0.0,18.27,7.9,6.48,0.0
20150114:1410,21.0,108.0,0.0,14.17,8.0,5.72,0.0
20150114:1510,64.01,41.0,0.0,8.1,7.66,4.34,0.0
20150114:1610,0.0,0.0,0.0,0.0,7.0,3.59,0.0
20150114:1710,0.0,0.0,0.0,0.0,6.12,3.59,0.0
20150114:1810,0.0,0.0,0.0,0.0,5.99,3.72,0.0
20150114:1910,0.0,0.0,0.0,0.0,6.85,4.9,0.0
20150114:2010,0.0,0.0,0.0,0.0,7.12,5.59,0.0
20150114:2110,0.0,0.0,0.0,0.0,7.39,6.34,0.0
20150114:2210,0.0,0.0,0.0,0.0,7.63,6.83,0.0
20150114:2310,0.0,0.0,0.0,0.0,7.61,7.24,0.0
20150115:0010,0.0,0.0,0.0,0.0,7.86,7.59,0.0
20150115:0110,0.0,0.0,0.0,0.0,8.05,7.93,0.0
20150115:0210,0.0,0.0,0.0,0.0,8.18,8.28,0.0
20150115:0310,0.0,0.0,0.0,0.0,8.36,8.48,0.0
20150115:0410,0.0,0.0,0.0,0.0,8.51,8.62,0.0
20150115:0510,0.0,0.0,0.0,0.0,8.7,8.62,0.0
20150115:0610,0.0,0.0,0.0,0.0,8.83,8.69,0.0
20150115:0710,0.0,0.0,0.0,0.0,9.22,8.55,0.0
20150115:0810,11.0,17.51,0.0,3.58,9.31,8.69,0.0
20150115:0910,0.0,42.0,0.0,10.68,9.56,9.03,0.0
20150115:1010,30.0,124.0,0.0,16.09,9.94,9.52,0.0
20150115:1110,28.0,151.0,0.0,19.37,10.21,10.0,0.0
20150115:1210,35.0,159.0,0.0,20.19,10.08,9.93,0.0
20150115:1310,2.0,106.0,0.0,18.46,9.79,9.31,0.0
20150115:1410,5.0,92.0,0.0,14.37,9.31,8.34,0.0
20150115:1510,2.0,48.0,0.0,8.3,9.15,7.24,0.0
20150115:1610,0.0,0.0,0.0,0.0,8.85,6.28,0.0
20150115:1710,0.0,0.0,0.0,0.0,8.3,5.45,0.0
20150115:1810,0.0,0.0,0.0,0.0,7.92,4.97,0.0
20150115:1910,0.0,0.0,0.0,0.0,7.83,4.83,0.0
20150115:2010,0.0,0.0,0.0,0.0,7.3,4.62,0.0
20150115:2110,0.0,0.0,0.0,0.0,6.87,4.14,0.0
20150115:2210,0.0,0.0,0.0,0.0,6.42,3.66,0.0
20150115:2310,0.0,0.0,0.0,0.0,6.03,3.31,0.0
20150116:0010,0.0,0.0,0.0,0.0,5.76,3.03,0.0
20150116:0110,0.0,0.0,0.0,0.0,5.62,2.83,0.0
20150116:0210,0.0,0.0,0.0,0.0,5.42,2.55,0.0
20150116:0310,0.0,0.0,0.0,0.0,5.15,2.14,0.0
20150116:0410,0.0,0.0,0.0,0.0,4.94,2.0,0.0
20150116:0510,0.0,0.0,0.0,0.0,4.69,1.79,0.0
20150116:0610,0.0,0.0,0.0,0.0,4.49,1.66,0.0
20150116:0710,0.0,0.0,0.0,0.0,4.73,2.14,0.0
20150116:0810,5.0,19.84,0.0,3.69,4.75,2.07,0.0
20150116:0910,15.0,79.0,0.0,10.81,5.07,2.21,0.0
20150116:1010,16.0,122.0,0.0,16.25,6.14,2.69,0.0
20150116:1110,20.0,150.0,0.0,19.55,7.09,3.17,0.0
20150116:1210,91.0,160.0,0.0,20.38,7.71,3.17,0.0
20150116:1310,42.0,151.0,0.0,18.66,8.24,3.79,0.0
20150116:1410,53.0,111.0,0.0,14.57,8.39,3.72,0.0
20150116:1510,7.0,55.0,0.0,8.5,7.61,2.69,0.0
20150116:1610,0.0,0.0,0.0,0.0,6.87,2.21,0.0
20150116:1710,0.0,0.0,0.0,0.0,6.01,2.21,0.0
20150116:1810,0.0,0.0,0.0,0.0,5.29,2.62,0.0
20150116:1910,0.0,0.0,0.0,0.0,4.99,1.79,0.0
20150116:2010,0.0,0.0,0.0,0.0,4.88,2.0,0.0
20150116:2110,0.0,0.0,0.0,0.0,4.98,2.28,0.0
20150116:2210,0.0,0.0,0.0,0.0,4.82,2.14,0.0
20150116:2310,0.0,0.0,0.0,0.0,4.36,2.07,0.0
20150117:0010,0.0,0.0,0.0,0.0,3.68,2.21,0.0
20150117:0110,0.0,0.0,0.0,0.0,2.8,2.41,0.0
20150117:0210,0.0,0.0,0.0,0.0,1.91,2.55,0.0
20150117:0310,0.0,0.0,0.0,0.0,1.12,2.55,0.0
20150117:0410,0.0,0.0,0.0,0.0,0.64,2.41,0.0
20150117:0510,0.0,0.0,0.0,0.0,0.41,2.21,0.0
20150117:0610,0.0,0.0,0.0,0.0,0.09,2.07,0.0
