Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20090105:2110,0.0,0.0,0.0,0.0,-2.26,3.31,0.0
20090105:2210,0.0,0.0,0.0,0.0,-2.29,3.17,0.0
20090105:2310,0.0,0.0,0.0,0.0,-2.22,3.1,0.0
20090106:0010,0.0,0.0,0.0,0.0,-2.13,3.17,0.0
20090106:0110,0.0,0.0,0.0,0.0,-1.92,3.38,0.0
20090106:0210,0.0,0.0,0.0,0.0,-1.95,3.66,0.0
20090106:0310,0.0,0.0,0.0,0.0,-2.15,3.86,0.0
20090106:0410,0.0,0.0,0.0,0.0,-2.82,3.93,0.0
20090106:0510,0.0,0.0,0.0,0.0,-3.76,3.93,0.0
20090106:0610,0.0,0.0,0.0,0.0,-4.69,3.86,0.0
20090106:0710,0.0,0.0,0.0,0.0,-4.2,4.21,0.0
20090106:0810,2.0,14.58,0.0,2.89,-4.39,4.21,0.0
20090106:0910,0.0,0.0,0.0,0.0,-4.27,4.69,0.0
20090106:1010,2.0,91.0,0.0,15.04,-4.01,4.69,0.0
20090106:1110,0.0,0.0,0.0,0.0,-3.78,4.34,0.0
20090106:1210,0.0,87.0,0.0,18.79,-3.39,4.34,0.0
20090106:1310,0.0,0.0,0.0,0.0,-3.14,4.28,0.0
20090106:1410,57.0,96.0,0.0,12.8,-3.19,4.21,0.0
20090106:1510,0.0,0.0,0.0,0.0,-3.33,4.07,0.0
20090106:1610,0.0,0.0,0.0,0.0,-3.72,3.17,0.0
20090106:1710,0.0,0.0,0.0,0.0,-4.12,3.17,0.0
20090106:1810,0.0,0.0,0.0,0.0,-4.59,3.17,0.0
20090106:1910,0.0,0.0,0.0,0.0,-5.23,3.31,0.0
20090106:2010,0.0,0.0,0.0,0.0,-5.96,3.24,0.0
20090106:2110,0.0,0.0,0.0,0.0,-6.78,3.03,0.0
20090106:2210,0.0,0.0,0.0,0.0,-7.45,2.9,0.0
20090106:2310,0.0,0.0,0.0,0.0,-8.02,2.76,0.0
20090107:0010,0.0,0.0,0.0,0.0,-8.54,2.76,0.0
20090107:0110,0.0,0.0,0.0,0.0,-8.96,2.9,0.0
20090107:0210,0.0,0.0,0.0,0.0,-9.28,3.1,0.0
20090107:0310,0.0,0.0,0.0,0.0,-9.52,3.1,0.0
20090107:0410,0.0,0.0,0.0,0.0,-9.73,2.83,0.0
20090107:0510,0.0,0.0,0.0,0.0,-9.9,2.69,0.0
20090107:0610,0.0,0.0,0.0,0.0,-10.05,2.76,0.0
20090107:0710,0.0,0.0,0.0,0.0,-10.43,2.55,0.0
20090107:0810,1.0,14.79,0.0,2.94,-10.42,2.48,0.0
20090107:0910,0.0,0.0,0.0,0.0,-9.22,2.41,0.0
20090107:1010,11.0,112.0,0.0,15.13,-7.07,2.9,0.0
20090107:1110,0.0,0.0,0.0,0.0,-4.89,3.17,0.0
20090107:1210,13.0,142.0,0.0,18.92,-3.07,3.31,0.0
20090107:1310,0.0,0.0,0.0,0.0,-1.92,3.31,0.0
20090107:1410,6.0,88.0,0.0,12.95,-1.33,3.31,0.0
20090107:1510,0.0,0.0,0.0,0.0,-1.48,2.97,0.0
20090107:1610,0.0,0.0,0.0,0.0,-2.29,2.97,0.0
20090107:1710,0.0,0.0,0.0,0.0,-2.34,2.97,0.0
20090107:1810,0.0,0.0,0.0,0.0,-1.92,2.97,0.0
20090107:1910,0.0,0.0,0.0,0.0,-1.78,2.69,0.0
20090107:2010,0.0,0.0,0.0,0.0,-1.61,2.62,0.0
20090107:2110,0.0,0.0,0.0,0.0,-1.32,2.62,0.0
20090107:2210,0.0,0.0,0.0,0.0,-1.2,2.69,0.0
20090107:2310,0.0,0.0,0.0,0.0,-1.01,2.83,0.0
20090108:0010,0.0,0.0,0.0,0.0,-0.72,2.97,0.0
20090108:0110,0.0,0.0,0.0,0.0,-0.83,3.17,0.0
20090108:0210,0.0,0.0,0.0,0.0,-0.64,3.38,0.0
20090108:0310,0.0,0.0,0.0,0.0,-0.51,3.59,0.0
20090108:0410,0.0,0.0,0.0,0.0,-0.32,3.72,0.0
20090108:0510,0.0,0.0,0.0,0.0,-0.51,3.66,0.0
20090108:0610,0.0,0.0,0.0,0.0,-1.07,3.59,0.0
20090108:0710,0.0,0.0,0.0,0.0,-1.89,3.59,0.0
20090108:0810,3.0,15.35,0.0,3.0,-2.46,3.45,0.0
20090108:0910,0.0,0.0,0.0,0.0,-2.47,4.07,0.0
20090108:1010,20.0,120.0,0.0,15.23,-2.28,4.21,0.0
20090108:1110,0.0,0.0,0.0,0.0,-1.74,4.14,0.0
20090108:1210,31.0,156.0,0.0,19.06,-1.23,4.0,0.0
20090108:1310,0.0,0.0,0.0,0.0,-0.57,4.0,0.0
20090108:1410,32.0,103.0,0.0,13.1,-0.48,3.86,0.0
20090108:1510,0.0,0.0,0.0,0.0,-0.93,3.38,0.0
20090108:1610,0.0,0.0,0.0,0.0,-2.17,3.17,0.0
20090108:1710,0.0,0.0,0.0,0.0,-3.28,3.03,0.0
20090108:1810,0.0,0.0,0.0,0.0,-4.14,2.9,0.0
20090108:1910,0.0,0.0,0.0,0.0,-4.16,2.9,0.0
20090108:2010,0.0,0.0,0.0,0.0,-4.5,2.83,0.0
20090108:2110,0.0,0.0,0.0,0.0,-4.85,2.76,0.0
20090108:2210,0.0,0.0,0.0,0.0,-5.17,2.62,0.0
20090108:2310,0.0,0.0,0.0,0.0,-5.46,2.41,0.0
20090109:0010,0.0,0.0,0.0,0.0,-5.7,2.28,0.0
20090109:0110,0.0,0.0,0.0,0.0,-5.94,2.14,0.0
20090109:0210,0.0,0.0,0.0,0.0,-6.16,2.0,0.0
20090109:0310,0.0,0.0,0.0,0.0,-6.36,1.93,0.0
20090109:0410,0.0,0.0,0.0,0.0,-6.54,1.79,0.0
20090109:0510,0.0,0.0,0.0,0.0,-6.7,1.79,0.0
20090109:0610,0.0,0.0,0.0,0.0,-6.85,1.72,0.0
20090109:0710,0.0,0.0,0.0,0.0,-7.56,1.93,0.0
20090109:0810,4.0,15.15,0.0,3.06,-7.77,1.72,0.0
20090109:0910,0.0,0.0,0.0,0.0,-6.88,1.31,0.0
20090109:1010,41.0,123.0,0.0,15.33,-5.26,1.31,0.0
20090109:1110,0.0,0.0,0.0,0.0,-3.59,1.17,0.0
20090109:1210,53.0,159.0,0.0,19.2,-2.2,1.1,0.0
20090109:1310,0.0,0.0,0.0,0.0,-1.25,1.17,0.0
20090109:1410,39.0,104.0,0.0,13.27,-0.83,1.45,0.0
20090109:1510,0.0,0.0,0.0,0.0,-1.09,1.45,0.0
20090109:1610,0.0,0.0,0.0,0.0,-2.26,1.86,0.0
20090109:1710,0.0,0.0,0.0,0.0,-3.6,2.07,0.0
20090109:1810,0.0,0.0,0.0,0.0,-4.36,2.07,0.0
20090109:1910,0.0,0.0,0.0,0.0,-5.05,1.93,0.0
20090109:2010,0.0,0.0,0.0,0.0,-5.48,1.72,0.0
20090109:2110,0.0,0.0,0.0,0.0,-5.9,1.66,0.0
20090109:2210,0.0,0.0,0.0,0.0,-6.27,1.66,0.0
20090109:2310,0.0,0.0,0.0,0.0,-6.55,1.72,0.0
20090110:0010,0.0,0.0,0.0,0.0,-6.78,1.66,0.0
20090110:0110,0.0,0.0,0.0,0.0,-6.98,1.52,0.0
20090110:0210,0.0,0.0,0.0,0.0,-7.19,1.38,0.0
20090110:0310,0.0,0.0,0.0,0.0,-7.42,1.17,0.0
20090110:0410,0.0,0.0,0.0,0.0,-7.73,0.97,0.0
20090110:0510,0.0,0.0,0.0,0.0,-7.96,0.97,0.0
20090110:0610,0.0,0.0,0.0,0.0,-8.07,1.03,0.0
20090110:0710,0.0,0.0,0.0,0.0,-8.42,0.9,0.0
20090110:0810,3.0,16.34,0.0,3.13,-8.58,0.9,0.0
20090110:0910,0.0,0.0,0.0,0.0,-7.51,0.55,0.0
20090110:1010,38.0,124.0,0.0,15.44,-5.83,0.34,0.0
20090110:1110,0.0,0.0,0.0,0.0,-3.68,0.69,0.0
20090110:1210,49.0,160.0,0.0,19.35,-1.5,0.76,0.0
20090110:1310,0.0,0.0,0.0,0.0,0.0,0.76,0.0
20090110:1410,39.0,105.0,0.0,13.44,0.65,0.9,0.0
20090110:1510,0.0,0.0,0.0,0.0,0.45,1.24,0.0
20090110:1610,0.0,0.0,0.0,0.0,-0.6,1.66,0.0
20090110:1710,0.0,0.0,0.0,0.0,-2.26,1.59,0.0
20090110:1810,0.0,0.0,0.0,0.0,-3.91,1.59,0.0
20090110:1910,0.0,0.0,0.0,0.0,-2.9,0.14,0.0
20090110:2010,0.0,0.0,0.0,0.0,-5.29,1.31,0.0
20090110:2110,0.0,0.0,0.0,0.0,-3.68,0.48,0.0
20090110:2210,0.0,0.0,0.0,0.0,-4.03,0.76,0.0
20090110:2310,0.0,0.0,0.0,0.0,-5.9,1.86,0.0
20090111:0010,0.0,0.0,0.0,0.0,-5.92,1.72,0.0
20090111:0110,0.0,0.0,0.0,0.0,-5.97,1.79,0.0
20090111:0210,0.0,0.0,0.0,0.0,-6.03,1.79,0.0
20090111:0310,0.0,0.0,0.0,0.0,-6.17,1.66,0.0
20090111:0410,0.0,0.0,0.0,0.0,-6.35,1.66,0.0
20090111:0510,0.0,0.0,0.0,0.0,-6.35,1.86,0.0
20090111:0610,0.0,0.0,0.0,0.0,-6.21,2.0,0.0
20090111:0710,0.0,0.0,0.0,0.0,-6.48,2.48,0.0
20090111:0810,3.0,16.35,0.0,3.21,-6.14,2.41,0.0
20090111:0910,0.0,0.0,0.0,0.0,-4.56,2.07,0.0
20090111:1010,34.0,125.0,0.0,15.56,-1.58,2.14,0.0
20090111:1110,0.0,0.0,0.0,0.0,1.17,2.48,0.0
20090111:1210,36.0,160.0,0.0,19.5,3.26,2.62,0.0
20090111:1310,0.0,0.0,0.0,0.0,4.61,2.69,0.0
20090111:1410,13.0,100.0,0.0,13.61,5.05,2.62,0.0
20090111:1510,0.0,0.0,0.0,0.0,4.22,2.76,0.0
20090111:1610,0.0,0.0,0.0,0.0,2.21,3.03,0.0
20090111:1710,0.0,0.0,0.0,0.0,0.32,3.03,0.0
20090111:1810,0.0,0.0,0.0,0.0,-0.58,3.03,0.0
20090111:1910,0.0,0.0,0.0,0.0,-1.11,2.97,0.0
20090111:2010,0.0,0.0,0.0,0.0,-1.48,2.9,0.0
20090111:2110,0.0,0.0,0.0,0.0,-1.79,2.9,0.0
20090111:2210,0.0,0.0,0.0,0.0,-1.93,2.97,0.0
20090111:2310,0.0,0.0,0.0,0.0,-1.91,3.1,0.0
20090112:0010,0.0,0.0,0.0,0.0,-1.91,3.1,0.0
20090112:0110,0.0,0.0,0.0,0.0,-1.8,3.24,0.0
20090112:0210,0.0,0.0,0.0,0.0,-1.53,3.24,0.0
20090112:0310,0.0,0.0,0.0,0.0,-1.4,3.17,0.0
20090112:0410,0.0,0.0,0.0,0.0,-1.38,3.24,0.0
20090112:0510,0.0,0.0,0.0,0.0,-1.16,3.31,0.0
20090112:0610,0.0,0.0,0.0,0.0,-1.07,3.45,0.0
20090112:0710,0.0,0.0,0.0,0.0,-1.21,3.72,0.0
20090112:0810,8.0,17.12,0.0,3.29,-1.12,3.79,0.0
20090112:0910,1.0,58.0,0.0,10.33,-0.16,4.0,0.0
20090112:1010,1.0,84.0,0.0,15.68,1.58,3.86,0.0
20090112:1110,0.0,89.0,0.0,18.9,3.41,4.48,0.0
20090112:1210,4.0,130.0,0.0,19.67,4.66,4.62,0.0
20090112:1310,43.0,145.0,0.0,17.9,5.27,4.34,0.0
20090112:1410,2.0,81.0,0.0,13.79,5.14,4.69,0.0
20090112:1510,18.0,54.0,0.0,7.72,4.63,4.48,0.0
20090112:1610,0.0,0.0,0.0,0.0,3.55,4.28,0.0
20090112:1710,0.0,0.0,0.0,0.0,2.93,4.21,0.0
20090112:1810,0.0,0.0,0.0,0.0,2.76,4.41,0.0
20090112:1910,0.0,0.0,0.0,0.0,3.26,4.55,0.0
20090112:2010,0.0,0.0,0.0,0.0,3.33,4.69,0.0
20090112:2110,0.0,0.0,0.0,0.0,3.32,4.69,0.0
20090112:2210,0.0,0.0,0.0,0.0,3.06,4.62,0.0
20090112:2310,0.0,0.0,0.0,0.0,3.12,4.55,0.0
20090113:0010,0.0,0.0,0.0,0.0,3.11,4.28,0.0
20090113:0110,0.0,0.0,0.0,0.0,3.19,4.21,0.0
20090113:0210,0.0,0.0,0.0,0.0,3.11,4.07,0.0
20090113:0310,0.0,0.0,0.0,0.0,3.02,3.93,0.0
20090113:0410,0.0,0.0,0.0,0.0,2.85,3.72,0.0
20090113:0510,0.0,0.0,0.0,0.0,2.6,3.52,0.0
20090113:0610,0.0,0.0,0.0,0.0,2.28,3.52,0.0
20090113:0710,0.0,0.0,0.0,0.0,2.5,3.52,0.0
20090113:0810,15.0,13.94,0.0,3.38,2.1,3.38,0.0
20090113:0910,31.0,76.0,0.0,10.44,2.17,3.24,0.0
20090113:1010,23.0,121.0,0.0,15.81,2.63,3.17,0.0
20090113:1110,20.0,145.0,0.0,19.05,3.49,3.03,0.0
20090113:1210,72.0,156.0,0.0,19.83,4.43,3.03,0.0
20090113:1310,6.0,121.0,0.0,18.08,4.76,2.9,0.0
20090113:1410,9.0,97.0,0.0,13.98,4.75,2.9,0.0
20090113:1510,6.0,49.0,0.0,7.91,4.22,2.9,0.0
20090113:1610,0.0,0.0,0.0,0.0,3.94,2.9,0.0
20090113:1710,0.0,0.0,0.0,0.0,3.66,2.83,0.0
20090113:1810,0.0,0.0,0.0,0.0,3.57,2.76,0.0
20090113:1910,0.0,0.0,0.0,0.0,3.27,2.48,0.0
20090113:2010,0.0,0.0,0.0,0.0,3.27,2.41,0.0
20090113:2110,0.0,0.0,0.0,0.0,3.3,2.34,0.0
20090113:2210,0.0,0.0,0.0,0.0,3.02,2.28,0.0
20090113:2310,0.0,0.0,0.0,0.0,2.63,2.28,0.0
20090114:0010,0.0,0.0,0.0,0.0,2.38,2.34,0.0
20090114:0110,0.0,0.0,0.0,0.0,2.14,2.34,0.0
20090114:0210,0.0,0.0,0.0,0.0,2.03,2.41,0.0
20090114:0310,0.0,0.0,0.0,0.0,1.61,2.28,0.0
20090114:0410,0.0,0.0,0.0,0.0,1.04,2.28,0.0
20090114:0510,0.0,0.0,0.0,0.0,0.73,2.28,0.0
20090114:0610,0.0,0.0,0.0,0.0,0.77,2.21,0.0
20090114:0710,0.0,0.0,0.0,0.0,1.72,2.0,0.0
20090114:0810,3.0,18.33,0.0,3.48,1.82,2.07,0.0
20090114:0910,12.0,76.0,0.0,10.56,2.06,2.21,0.0
20090114:1010,0.0,84.0,0.0,15.95,2.63,3.03,0.0
20090114:1110,29.0,153.0,0.0,19.21,3.43,2.76,0.0
20090114:1210,2.0,120.0,0.0,20.01,4.32,2.62,0.0
20090114:1310,0.0,98.0,0.0,18.27,5.0,2.48,0.0
20090114:1410,0.0,50.0,0.0,14.17,5.42,2.14,0.0
20090114:1510,1.0,39.0,0.0,8.1,5.32,1.38,0.0
20090114:1610,0.0,0.0,0.0,0.0,4.33,1.45,0.0
20090114:1710,0.0,0.0,0.0,0.0,2.83,1.93,0.0
20090114:1810,0.0,0.0,0.0,0.0,1.38,2.07,0.0
20090114:1910,0.0,0.0,0.0,0.0,1.16,1.79,0.0
20090114:2010,0.0,0.0,0.0,0.0,0.9,1.93,0.0
20090114:2110,0.0,0.0,0.0,0.0,0.51,2.07,0.0
20090114:2210,0.0,0.0,0.0,0.0,0.35,2.14,0.0
20090114:2310,0.0,0.0,0.0,0.0,0.1,2.34,0.0
20090115:0010,0.0,0.0,0.0,0.0,0.35,2.48,0.0
20090115:0110,0.0,0.0,0.0,0.0,0.51,2.62,0.0
20090115:0210,0.0,0.0,0.0,0.0,0.58,2.62,0.0
20090115:0310,0.0,0.0,0.0,0.0,0.58,2.62,0.0
20090115:0410,0.0,0.0,0.0,0.0,0.24,2.55,0.0
20090115:0510,0.0,0.0,0.0,0.0,0.0,2.41,0.0
20090115:0610,0.0,0.0,0.0,0.0,0.02,2.34,0.0
20090115:0710,0.0,0.0,0.0,0.0,0.37,2.69,0.0
20090115:0810,10.0,17.73,0.0,3.58,0.23,2.62,0.0
20090115:0910,107.01,50.0,0.0,10.68,1.06,3.38,0.0
20090115:1010,196.01,65.0,0.0,16.09,1.51,3.86,0.0
20090115:1110,242.01,77.0,0.0,19.37,1.97,3.72,0.0
20090115:1210,270.01,72.0,0.0,20.19,2.28,3.66,0.0
20090115:1310,233.01,71.0,0.0,18.46,2.68,3.52,0.0
20090115:1410,126.01,81.0,0.0,14.37,2.74,3.59,0.0
20090115:1510,9.0,56.0,0.0,8.3,2.46,3.45,0.0
20090115:1610,0.0,0.0,0.0,0.0,1.62,2.97,0.0
20090115:1710,0.0,0.0,0.0,0.0,1.05,3.17,0.0
20090115:1810,0.0,0.0,0.0,0.0,0.88,3.38,0.0
20090115:1910,0.0,0.0,0.0,0.0,1.19,3.52,0.0
20090115:2010,0.0,0.0,0.0,0.0,0.9,3.52,0.0
20090115:2110,0.0,0.0,0.0,0.0,0.49,3.17,0.0
20090115:2210,0.0,0.0,0.0,0.0,0.24,2.97,0.0
20090115:2310,0.0,0.0,0.0,0.0,0.02,2.97,0.0
20090116:0010,0.0,0.0,0.0,0.0,-0.16,2.69,0.0
20090116:0110,0.0,0.0,0.0,0.0,-0.49,2.55,0.0
20090116:0210,0.0,0.0,0.0,0.0,-0.9,2.62,0.0
20090116:0310,0.0,0.0,0.0,0.0,-1.08,2.34,0.0
20090116:0410,0.0,0.0,0.0,0.0,-1.14,2.14,0.0
20090116:0510,0.0,0.0,0.0,0.0,-1.3,2.14,0.0
20090116:0610,0.0,0.0,0.0,0.0,-1.4,2.34,0.0
20090116:0710,0.0,0.0,0.0,0.0,-1.07,2.83,0.0
20090116:0810,6.0,19.61,0.0,3.69,-0.8,2.97,0.0
20090116:0910,47.0,77.0,0.0,10.81,0.41,2.97,0.0
20090116:1010,32.0,127.0,0.0,16.25,2.35,3.1,0.0
20090116:1110,9.0,136.0,0.0,19.55,3.81,3.38,0.0
20090116:1210,10.0,146.0,0.0,20.38,4.38,3.17,0.0
20090116:1310,6.0,124.0,0.0,18.66,4.76,3.17,0.0
20090116:1410,3.0,87.0,0.0,14.57,4.58,3.03,0.0
20090116:1510,7.0,55.0,0.0,8.5,4.75,3.03,0.0
20090116:1610,0.0,0.0,0.0,0.0,4.61,2.97,0.0
20090116:1710,0.0,0.0,0.0,0.0,4.39,2.9,0.0
20090116:1810,0.0,0.0,0.0,0.0,4.33,2.9,0.0
20090116:1910,0.0,0.0,0.0,0.0,4.58,2.83,0.0
20090116:2010,0.0,0.0,0.0,0.0,4.5,2.76,0.0
20090116:2110,0.0,0.0,0.0,0.0,4.49,2.69,0.0
20090116:2210,0.0,0.0,0.0,0.0,4.33,2.76,0.0
20090116:2310,0.0,0.0,0.0,0.0,4.38,2.9,0.0
20090117:0010,0.0,0.0,0.0,0.0,4.41,3.03,0.0
