Latitude (decimal degrees):	48.630
Longitude (decimal degrees):	2.270
Elevation (m):	56
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20190102:0510,0.0,0.0,0.0,0.0,5.45,3.24,0.0
20190102:0610,0.0,0.0,0.0,0.0,5.27,3.03,0.0
20190102:0710,0.0,0.0,0.0,0.0,3.44,2.62,0.0
20190102:0810,0.0,11.0,0.0,2.76,3.1,2.41,0.0
20190102:0910,10.0,69.0,0.0,9.62,3.56,2.21,0.0
20190102:1010,11.0,107.0,0.0,14.77,4.62,2.55,0.0
20190102:1110,21.0,140.0,0.0,17.77,5.7,3.1,0.0
20190102:1210,29.0,147.0,0.0,18.36,6.4,3.52,0.0
20190102:1310,8.0,116.0,0.0,16.45,6.74,4.21,0.0
20190102:1410,29.0,95.0,0.0,12.26,6.75,4.21,0.0
20190102:1510,1.0,33.0,0.0,6.14,6.51,3.24,0.0
20190102:1610,0.0,0.0,0.0,0.0,5.69,2.55,0.0
20190102:1710,0.0,0.0,0.0,0.0,4.81,2.41,0.0
20190102:1810,0.0,0.0,0.0,0.0,4.07,2.48,0.0
20190102:1910,0.0,0.0,0.0,0.0,4.39,2.97,0.0
20190102:2010,0.0,0.0,0.0,0.0,4.04,2.9,0.0
20190102:2110,0.0,0.0,0.0,0.0,3.22,2.76,0.0
20190102:2210,0.0,0.0,0.0,0.0,2.44,2.62,0.0
20190102:2310,0.0,0.0,0.0,0.0,1.91,2.55,0.0
20190103:0010,0.0,0.0,0.0,0.0,1.44,2.48,0.0
20190103:0110,0.0,0.0,0.0,0.0,1.01,2.48,0.0
20190103:0210,0.0,0.0,0.0,0.0,0.74,2.48,0.0
20190103:0310,0.0,0.0,0.0,0.0,0.41,2.41,0.0
20190103:0410,0.0,0.0,0.0,0.0,0.29,2.28,0.0
20190103:0510,0.0,0.0,0.0,0.0,0.0,2.14,0.0
20190103:0610,0.0,0.0,0.0,0.0,-0.18,2.0,0.0
20190103:0710,0.0,0.0,0.0,0.0,0.03,2.07,0.0
20190103:0810,1.0,11.83,0.0,2.78,-0.11,2.14,0.0
20190103:0910,7.0,66.0,0.0,9.66,0.67,1.86,0.0
20190103:1010,28.0,118.0,0.0,14.82,2.79,1.93,0.0
20190103:1110,66.0,143.0,0.0,17.85,3.94,2.07,0.0
20190103:1210,37.0,150.0,0.0,18.46,4.89,2.41,0.0
20190103:1310,37.0,133.0,0.0,16.57,5.39,3.1,0.0
20190103:1410,14.0,91.0,0.0,12.38,5.68,3.31,0.0
20190103:1510,0.0,26.0,0.0,6.27,5.4,2.83,0.0
20190103:1610,0.0,0.0,0.0,0.0,4.49,2.41,0.0
20190103:1710,0.0,0.0,0.0,0.0,3.9,2.41,0.0
20190103:1810,0.0,0.0,0.0,0.0,3.24,2.48,0.0
20190103:1910,0.0,0.0,0.0,0.0,2.97,2.48,0.0
20190103:2010,0.0,0.0,0.0,0.0,2.87,2.41,0.0
20190103:2110,0.0,0.0,0.0,0.0,2.41,2.41,0.0
20190103:2210,0.0,0.0,0.0,0.0,1.67,2.48,0.0
20190103:2310,0.0,0.0,0.0,0.0,1.07,2.41,0.0
20190104:0010,0.0,0.0,0.0,0.0,0.57,2.41,0.0
20190104:0110,0.0,0.0,0.0,0.0,0.07,2.34,0.0
20190104:0210,0.0,0.0,0.0,0.0,-0.3,2.34,0.0
20190104:0310,0.0,0.0,0.0,0.0,-0.68,2.21,0.0
20190104:0410,0.0,0.0,0.0,0.0,-1.03,2.21,0.0
20190104:0510,0.0,0.0,0.0,0.0,-1.33,2.21,0.0
20190104:0610,0.0,0.0,0.0,0.0,-1.34,2.28,0.0
20190104:0710,0.0,0.0,0.0,0.0,-0.79,2.34,0.0
20190104:0810,7.0,13.49,0.0,2.81,-0.93,2.21,0.0
20190104:0910,9.0,68.0,0.0,9.71,-0.07,2.0,0.0
20190104:1010,93.01,104.0,0.0,14.89,1.93,2.41,0.0
20190104:1110,192.01,88.0,0.0,17.94,3.46,2.48,0.0
20190104:1210,8.0,130.0,0.0,18.56,4.26,2.21,0.0
20190104:1310,10.0,120.0,0.0,16.69,4.85,2.28,0.0
20190104:1410,0.0,27.0,0.0,12.51,5.19,2.62,0.0
20190104:1510,0.0,16.0,0.0,6.41,5.04,2.14,0.0
20190104:1610,0.0,0.0,0.0,0.0,4.59,1.72,0.0
20190104:1710,0.0,0.0,0.0,0.0,3.94,1.59,0.0
20190104:1810,0.0,0.0,0.0,0.0,3.62,1.66,0.0
20190104:1910,0.0,0.0,0.0,0.0,3.14,1.79,0.0
20190104:2010,0.0,0.0,0.0,0.0,2.92,2.07,0.0
20190104:2110,0.0,0.0,0.0,0.0,2.52,2.34,0.0
20190104:2210,0.0,0.0,0.0,0.0,2.17,2.41,0.0
20190104:2310,0.0,0.0,0.0,0.0,1.52,2.28,0.0
20190105:0010,0.0,0.0,0.0,0.0,0.73,2.14,0.0
20190105:0110,0.0,0.0,0.0,0.0,0.23,2.0,0.0
20190105:0210,0.0,0.0,0.0,0.0,0.03,2.07,0.0
20190105:0310,0.0,0.0,0.0,0.0,-0.31,2.21,0.0
20190105:0410,0.0,0.0,0.0,0.0,0.18,2.14,0.0
20190105:0510,0.0,0.0,0.0,0.0,-0.04,2.21,0.0
20190105:0610,0.0,0.0,0.0,0.0,0.1,2.28,0.0
20190105:0710,0.0,0.0,0.0,0.0,1.18,2.55,0.0
20190105:0810,0.0,8.0,0.0,2.85,1.31,2.41,0.0
20190105:0910,0.0,45.0,0.0,9.76,2.35,2.21,0.0
20190105:1010,0.0,71.0,0.0,14.96,3.13,2.34,0.0
20190105:1110,0.0,97.0,0.0,18.03,3.92,2.69,0.0
20190105:1210,0.0,59.0,0.0,18.67,4.89,3.1,0.0
20190105:1310,0.0,61.0,0.0,16.82,5.53,3.66,0.0
20190105:1410,0.0,57.0,0.0,12.65,5.65,3.66,0.0
20190105:1510,0.0,26.0,0.0,6.56,5.49,3.24,0.0
20190105:1610,0.0,0.0,0.0,0.0,4.98,2.69,0.0
20190105:1710,0.0,0.0,0.0,0.0,4.5,2.48,0.0
20190105:1810,0.0,0.0,0.0,0.0,4.26,2.41,0.0
20190105:1910,0.0,0.0,0.0,0.0,4.18,2.69,0.0
20190105:2010,0.0,0.0,0.0,0.0,3.9,2.69,0.0
20190105:2110,0.0,0.0,0.0,0.0,3.4,2.55,0.0
20190105:2210,0.0,0.0,0.0,0.0,3.21,2.28,0.0
20190105:2310,0.0,0.0,0.0,0.0,2.92,2.14,0.0
20190106:0010,0.0,0.0,0.0,0.0,2.73,2.14,0.0
20190106:0110,0.0,0.0,0.0,0.0,2.59,2.21,0.0
20190106:0210,0.0,0.0,0.0,0.0,2.57,2.07,0.0
20190106:0310,0.0,0.0,0.0,0.0,2.42,1.86,0.0
20190106:0410,0.0,0.0,0.0,0.0,2.13,1.66,0.0
20190106:0510,0.0,0.0,0.0,0.0,1.93,1.59,0.0
20190106:0610,0.0,0.0,0.0,0.0,1.78,1.66,0.0
20190106:0710,0.0,0.0,0.0,0.0,2.02,1.66,0.0
20190106:0810,0.0,2.0,0.0,2.89,2.13,1.66,0.0
20190106:0910,0.0,34.0,0.0,9.82,2.29,1.38,0.0
20190106:1010,0.0,44.0,0.0,15.04,3.31,1.52,0.0
20190106:1110,0.0,62.0,0.0,18.13,4.25,1.86,0.0
20190106:1210,0.0,47.0,0.0,18.79,5.01,2.14,0.0
20190106:1310,0.0,45.0,0.0,16.95,5.38,2.0,0.0
20190106:1410,0.0,35.0,0.0,12.8,5.76,1.66,0.0
20190106:1510,5.0,42.0,0.0,6.7,5.83,1.03,0.0
20190106:1610,0.0,0.0,0.0,0.0,5.44,0.97,0.0
20190106:1710,0.0,0.0,0.0,0.0,4.91,1.24,0.0
20190106:1810,0.0,0.0,0.0,0.0,4.63,1.38,0.0
20190106:1910,0.0,0.0,0.0,0.0,4.41,1.72,0.0
20190106:2010,0.0,0.0,0.0,0.0,4.03,1.86,0.0
20190106:2110,0.0,0.0,0.0,0.0,3.82,1.79,0.0
20190106:2210,0.0,0.0,0.0,0.0,3.88,1.66,0.0
20190106:2310,0.0,0.0,0.0,0.0,4.17,1.66,0.0
20190107:0010,0.0,0.0,0.0,0.0,4.3,1.79,0.0
20190107:0110,0.0,0.0,0.0,0.0,4.54,1.79,0.0
20190107:0210,0.0,0.0,0.0,0.0,4.46,1.93,0.0
20190107:0310,0.0,0.0,0.0,0.0,4.32,2.07,0.0
20190107:0410,0.0,0.0,0.0,0.0,4.33,2.07,0.0
20190107:0510,0.0,0.0,0.0,0.0,4.03,1.86,0.0
20190107:0610,0.0,0.0,0.0,0.0,3.53,1.66,0.0
20190107:0710,0.0,0.0,0.0,0.0,3.08,1.59,0.0
20190107:0810,0.0,5.0,0.0,2.94,3.12,1.38,0.0
20190107:0910,0.0,39.0,0.0,9.89,3.44,1.03,0.0
20190107:1010,2.0,90.0,0.0,15.13,5.01,1.03,0.0
20190107:1110,7.0,126.0,0.0,18.24,5.67,1.24,0.0
20190107:1210,0.0,96.0,0.0,18.92,6.16,1.59,0.0
20190107:1310,0.0,75.0,0.0,17.09,6.51,1.79,0.0
20190107:1410,2.0,74.0,0.0,12.95,6.64,2.07,0.0
20190107:1510,0.0,21.0,0.0,6.86,6.83,2.14,0.0
20190107:1610,0.0,0.0,0.0,0.0,6.78,2.34,0.0
20190107:1710,0.0,0.0,0.0,0.0,6.69,2.55,0.0
20190107:1810,0.0,0.0,0.0,0.0,6.85,2.69,0.0
20190107:1910,0.0,0.0,0.0,0.0,6.44,3.1,0.0
20190107:2010,0.0,0.0,0.0,0.0,6.63,3.45,0.0
20190107:2110,0.0,0.0,0.0,0.0,6.87,3.86,0.0
20190107:2210,0.0,0.0,0.0,0.0,7.0,4.14,0.0
20190107:2310,0.0,0.0,0.0,0.0,7.21,4.41,0.0
20190108:0010,0.0,0.0,0.0,0.0,7.42,4.55,0.0
20190108:0110,0.0,0.0,0.0,0.0,7.71,4.62,0.0
20190108:0210,0.0,0.0,0.0,0.0,7.89,4.69,0.0
20190108:0310,0.0,0.0,0.0,0.0,7.98,4.76,0.0
20190108:0410,0.0,0.0,0.0,0.0,8.06,4.69,0.0
20190108:0510,0.0,0.0,0.0,0.0,8.2,4.55,0.0
20190108:0610,0.0,0.0,0.0,0.0,8.3,4.55,0.0
20190108:0710,0.0,0.0,0.0,0.0,8.29,4.62,0.0
20190108:0810,5.0,15.85,0.0,3.0,7.9,4.41,0.0
20190108:0910,15.0,72.0,0.0,9.96,7.62,4.48,0.0
20190108:1010,157.01,74.0,0.0,15.23,7.61,4.48,0.0
20190108:1110,76.0,143.0,0.0,18.36,7.84,4.9,0.0
20190108:1210,106.01,141.0,0.0,19.06,7.91,5.31,0.0
20190108:1310,0.0,55.0,0.0,17.24,7.97,5.17,0.0
20190108:1410,0.0,57.0,0.0,13.1,8.08,4.9,0.0
20190108:1510,20.0,47.0,0.0,7.02,7.78,4.28,0.0
20190108:1610,0.0,0.0,0.0,0.0,7.0,3.93,0.0
20190108:1710,0.0,0.0,0.0,0.0,5.99,3.79,0.0
20190108:1810,0.0,0.0,0.0,0.0,5.7,3.86,0.0
20190108:1910,0.0,0.0,0.0,0.0,6.01,3.79,0.0
20190108:2010,0.0,0.0,0.0,0.0,5.38,3.38,0.0
20190108:2110,0.0,0.0,0.0,0.0,5.24,3.24,0.0
20190108:2210,0.0,0.0,0.0,0.0,4.66,3.03,0.0
20190108:2310,0.0,0.0,0.0,0.0,4.45,3.17,0.0
20190109:0010,0.0,0.0,0.0,0.0,4.2,3.38,0.0
20190109:0110,0.0,0.0,0.0,0.0,4.05,3.66,0.0
20190109:0210,0.0,0.0,0.0,0.0,3.97,3.86,0.0
20190109:0310,0.0,0.0,0.0,0.0,3.62,4.0,0.0
20190109:0410,0.0,0.0,0.0,0.0,3.65,4.21,0.0
20190109:0510,0.0,0.0,0.0,0.0,3.45,4.34,0.0
20190109:0610,0.0,0.0,0.0,0.0,3.25,4.48,0.0
20190109:0710,0.0,0.0,0.0,0.0,3.86,4.97,0.0
20190109:0810,14.0,12.22,0.0,3.06,3.75,4.9,0.0
20190109:0910,83.01,55.0,0.0,10.05,4.12,4.55,0.0
20190109:1010,35.0,122.0,0.0,15.33,4.59,5.1,0.0
20190109:1110,0.0,100.0,0.0,18.48,5.2,6.9,0.0
20190109:1210,0.0,96.0,0.0,19.2,5.39,6.55,0.0
20190109:1310,5.0,117.0,0.0,17.4,5.75,5.72,0.0
20190109:1410,0.0,54.0,0.0,13.27,5.69,5.31,0.0
20190109:1510,8.0,48.0,0.0,7.19,5.27,4.62,0.0
20190109:1610,0.0,0.0,0.0,0.0,4.57,4.34,0.0
20190109:1710,0.0,0.0,0.0,0.0,3.82,4.34,0.0
20190109:1810,0.0,0.0,0.0,0.0,3.39,4.41,0.0
20190109:1910,0.0,0.0,0.0,0.0,3.1,4.41,0.0
20190109:2010,0.0,0.0,0.0,0.0,2.87,4.28,0.0
20190109:2110,0.0,0.0,0.0,0.0,2.47,4.0,0.0
20190109:2210,0.0,0.0,0.0,0.0,2.09,3.86,0.0
20190109:2310,0.0,0.0,0.0,0.0,1.84,3.93,0.0
20190110:0010,0.0,0.0,0.0,0.0,1.55,3.79,0.0
20190110:0110,0.0,0.0,0.0,0.0,1.22,3.66,0.0
20190110:0210,0.0,0.0,0.0,0.0,1.04,3.59,0.0
20190110:0310,0.0,0.0,0.0,0.0,0.94,3.52,0.0
20190110:0410,0.0,0.0,0.0,0.0,0.8,3.38,0.0
20190110:0510,0.0,0.0,0.0,0.0,0.73,3.17,0.0
20190110:0610,0.0,0.0,0.0,0.0,0.44,3.03,0.0
20190110:0710,0.0,0.0,0.0,0.0,-0.38,3.03,0.0
20190110:0810,15.0,12.08,0.0,3.13,-0.68,2.9,0.0
20190110:0910,30.0,76.0,0.0,10.14,0.08,2.69,0.0
20190110:1010,38.0,123.0,0.0,15.44,1.51,3.1,0.0
20190110:1110,206.01,88.0,0.0,18.61,2.63,4.0,0.0
20190110:1210,171.01,116.0,0.0,19.35,3.11,4.0,0.0
20190110:1310,41.0,141.0,0.0,17.56,3.64,4.07,0.0
20190110:1410,8.0,94.0,0.0,13.44,3.9,4.0,0.0
20190110:1510,10.0,49.0,0.0,7.36,3.82,3.86,0.0
20190110:1610,0.0,0.0,0.0,0.0,2.9,2.83,0.0
20190110:1710,0.0,0.0,0.0,0.0,1.8,2.55,0.0
20190110:1810,0.0,0.0,0.0,0.0,1.33,2.55,0.0
20190110:1910,0.0,0.0,0.0,0.0,1.84,2.07,0.0
20190110:2010,0.0,0.0,0.0,0.0,1.37,1.93,0.0
20190110:2110,0.0,0.0,0.0,0.0,1.0,1.59,0.0
20190110:2210,0.0,0.0,0.0,0.0,0.84,1.24,0.0
20190110:2310,0.0,0.0,0.0,0.0,1.29,0.9,0.0
20190111:0010,0.0,0.0,0.0,0.0,1.77,0.62,0.0
20190111:0110,0.0,0.0,0.0,0.0,1.85,0.62,0.0
20190111:0210,0.0,0.0,0.0,0.0,1.85,0.9,0.0
20190111:0310,0.0,0.0,0.0,0.0,2.05,0.9,0.0
20190111:0410,0.0,0.0,0.0,0.0,2.3,0.9,0.0
20190111:0510,0.0,0.0,0.0,0.0,2.52,1.03,0.0
20190111:0610,0.0,0.0,0.0,0.0,2.67,1.24,0.0
20190111:0710,0.0,0.0,0.0,0.0,2.51,1.59,0.0
20190111:0810,3.0,16.35,0.0,3.21,2.7,1.66,0.0
20190111:0910,8.0,68.0,0.0,10.23,3.16,1.66,0.0
20190111:1010,2.0,89.0,0.0,15.56,3.72,1.72,0.0
20190111:1110,0.0,75.0,0.0,18.75,4.25,1.86,0.0
20190111:1210,0.0,33.0,0.0,19.5,4.8,2.14,0.0
20190111:1310,0.0,25.0,0.0,17.73,5.4,2.48,0.0
20190111:1410,21.0,102.0,0.0,13.61,6.1,2.76,0.0
20190111:1510,4.0,44.0,0.0,7.54,6.58,2.83,0.0
20190111:1610,0.0,0.0,0.0,0.0,6.65,2.83,0.0
20190111:1710,0.0,0.0,0.0,0.0,6.06,2.83,0.0
20190111:1810,0.0,0.0,0.0,0.0,5.95,2.69,0.0
20190111:1910,0.0,0.0,0.0,0.0,5.98,2.69,0.0
20190111:2010,0.0,0.0,0.0,0.0,5.65,2.48,0.0
20190111:2110,0.0,0.0,0.0,0.0,5.19,2.41,0.0
20190111:2210,0.0,0.0,0.0,0.0,4.67,2.28,0.0
20190111:2310,0.0,0.0,0.0,0.0,4.23,2.07,0.0
20190112:0010,0.0,0.0,0.0,0.0,3.93,2.07,0.0
20190112:0110,0.0,0.0,0.0,0.0,3.62,2.21,0.0
20190112:0210,0.0,0.0,0.0,0.0,3.58,2.28,0.0
20190112:0310,0.0,0.0,0.0,0.0,3.83,2.34,0.0
20190112:0410,0.0,0.0,0.0,0.0,4.03,2.41,0.0
20190112:0510,0.0,0.0,0.0,0.0,4.17,2.62,0.0
20190112:0610,0.0,0.0,0.0,0.0,4.38,2.83,0.0
20190112:0710,0.0,0.0,0.0,0.0,4.58,2.69,0.0
20190112:0810,0.0,10.0,0.0,3.29,4.71,2.69,0.0
20190112:0910,0.0,47.0,0.0,10.33,5.23,2.97,0.0
20190112:1010,0.0,46.0,0.0,15.68,5.86,3.31,0.0
20190112:1110,3.0,116.0,0.0,18.9,6.61,3.86,0.0
20190112:1210,16.0,147.0,0.0,19.67,7.12,4.21,0.0
20190112:1310,0.0,86.0,0.0,17.9,7.95,5.45,0.0
20190112:1410,0.0,54.0,0.0,13.79,7.98,4.76,0.0
20190112:1510,0.0,32.0,0.0,7.72,7.86,4.76,0.0
20190112:1610,0.0,0.0,0.0,0.0,7.79,4.83,0.0
20190112:1710,0.0,0.0,0.0,0.0,7.91,4.76,0.0
20190112:1810,0.0,0.0,0.0,0.0,8.12,4.69,0.0
20190112:1910,0.0,0.0,0.0,0.0,7.81,4.9,0.0
20190112:2010,0.0,0.0,0.0,0.0,8.04,4.76,0.0
20190112:2110,0.0,0.0,0.0,0.0,8.22,4.69,0.0
20190112:2210,0.0,0.0,0.0,0.0,8.18,4.55,0.0
20190112:2310,0.0,0.0,0.0,0.0,8.04,4.69,0.0
20190113:0010,0.0,0.0,0.0,0.0,7.95,5.03,0.0
20190113:0110,0.0,0.0,0.0,0.0,7.94,5.31,0.0
20190113:0210,0.0,0.0,0.0,0.0,8.12,5.45,0.0
20190113:0310,0.0,0.0,0.0,0.0,8.34,5.45,0.0
20190113:0410,0.0,0.0,0.0,0.0,8.5,5.52,0.0
20190113:0510,0.0,0.0,0.0,0.0,8.66,5.31,0.0
20190113:0610,0.0,0.0,0.0,0.0,8.77,5.17,0.0
20190113:0710,0.0,0.0,0.0,0.0,8.81,5.1,0.0
20190113:0810,1.0,13.83,0.0,3.38,8.93,5.1,0.0
20190113:0910,8.0,70.0,0.0,10.44,9.2,5.31,0.0
20190113:1010,38.0,122.0,0.0,15.81,9.73,5.59,0.0
20190113:1110,3.0,115.0,0.0,19.05,10.16,6.34,0.0
20190113:1210,0.0,99.0,0.0,19.83,10.42,7.17,0.0
20190113:1310,5.0,116.0,0.0,18.08,10.32,6.28,0.0
20190113:1410,43.0,105.0,0.0,13.98,10.19,6.21,0.0
20190113:1510,0.0,27.0,0.0,7.91,10.0,6.14,0.0
20190113:1610,0.0,0.0,0.0,0.0,9.75,6.07,0.0
20190113:1710,0.0,0.0,0.0,0.0,9.52,6.07,0.0
20190113:1810,0.0,0.0,0.0,0.0,9.41,6.07,0.0
20190113:1910,0.0,0.0,0.0,0.0,9.3,6.21,0.0
20190113:2010,0.0,0.0,0.0,0.0,9.44,6.0,0.0
20190113:2110,0.0,0.0,0.0,0.0,9.51,5.86,0.0
20190113:2210,0.0,0.0,0.0,0.0,9.51,5.79,0.0
20190113:2310,0.0,0.0,0.0,0.0,9.47,5.72,0.0
20190114:0010,0.0,0.0,0.0,0.0,9.36,5.59,0.0
20190114:0110,0.0,0.0,0.0,0.0,9.18,5.72,0.0
20190114:0210,0.0,0.0,0.0,0.0,8.87,5.59,0.0
20190114:0310,0.0,0.0,0.0,0.0,8.45,5.17,0.0
20190114:0410,0.0,0.0,0.0,0.0,8.11,4.76,0.0
20190114:0510,0.0,0.0,0.0,0.0,7.55,4.55,0.0
20190114:0610,0.0,0.0,0.0,0.0,7.16,4.48,0.0
20190114:0710,0.0,0.0,0.0,0.0,6.87,4.21,0.0
20190114:0810,0.0,14.0,0.0,3.48,6.61,4.07,0.0
20190114:0910,15.0,77.0,0.0,10.56,6.93,3.93,0.0
20190114:1010,25.0,124.0,0.0,15.95,7.43,3.59,0.0
20190114:1110,14.0,143.0,0.0,19.21,7.93,4.83,0.0
20190114:1210,16.0,150.0,0.0,20.01,8.27,4.97,0.0
20190114:1310,2.0,112.0,0.0,18.27,8.59,4.9,0.0
20190114:1410,0.0,43.0,0.0,14.17,8.68,4.0,0.0
20190114:1510,7.0,54.0,0.0,8.1,8.43,3.31,0.0
20190114:1610,0.0,0.0,0.0,0.0,7.92,2.97,0.0
20190114:1710,0.0,0.0,0.0,0.0,6.8,2.9,0.0
20190114:1810,0.0,0.0,0.0,0.0,6.62,3.03,0.0
20190114:1910,0.0,0.0,0.0,0.0,5.98,2.55,0.0
20190114:2010,0.0,0.0,0.0,0.0,5.37,2.34,0.0
20190114:2110,0.0,0.0,0.0,0.0,4.59,2.41,0.0
20190114:2210,0.0,0.0,0.0,0.0,4.02,2.21,0.0
20190114:2310,0.0,0.0,0.0,0.0,3.53,2.07,0.0
20190115:0010,0.0,0.0,0.0,0.0,3.19,1.86,0.0
20190115:0110,0.0,0.0,0.0,0.0,3.04,1.79,0.0
20190115:0210,0.0,0.0,0.0,0.0,3.19,1.79,0.0
20190115:0310,0.0,0.0,0.0,0.0,3.47,1.79,0.0
20190115:0410,0.0,0.0,0.0,0.0,3.67,1.86,0.0
20190115:0510,0.0,0.0,0.0,0.0,3.93,1.86,0.0
20190115:0610,0.0,0.0,0.0,0.0,4.13,1.86,0.0
20190115:0710,0.0,0.0,0.0,0.0,3.96,1.86,0.0
20190115:0810,0.0,10.0,0.0,3.58,3.47,1.93,0.0
20190115:0910,7.0,71.0,0.0,10.68,3.93,1.79,0.0
20190115:1010,5.0,107.0,0.0,16.09,5.5,2.0,0.0
20190115:1110,3.0,121.0,0.0,19.37,6.91,2.21,0.0
20190115:1210,0.0,99.0,0.0,20.19,7.83,2.55,0.0
20190115:1310,0.0,70.0,0.0,18.46,8.18,3.24,0.0
20190115:1410,0.0,53.0,0.0,14.37,8.18,2.97,0.0
20190115:1510,1.0,42.0,0.0,8.3,7.91,2.41,0.0
20190115:1610,0.0,0.0,0.0,0.0,7.32,1.59,0.0
20190115:1710,0.0,0.0,0.0,0.0,6.4,1.59,0.0
20190115:1810,0.0,0.0,0.0,0.0,5.87,1.66,0.0
20190115:1910,0.0,0.0,0.0,0.0,5.68,1.72,0.0
20190115:2010,0.0,0.0,0.0,0.0,5.06,1.93,0.0
20190115:2110,0.0,0.0,0.0,0.0,4.64,2.07,0.0
20190115:2210,0.0,0.0,0.0,0.0,4.67,2.14,0.0
20190115:2310,0.0,0.0,0.0,0.0,4.36,2.28,0.0
20190116:0010,0.0,0.0,0.0,0.0,4.28,2.21,0.0
20190116:0110,0.0,0.0,0.0,0.0,3.81,2.07,0.0
20190116:0210,0.0,0.0,0.0,0.0,3.57,2.0,0.0
20190116:0310,0.0,0.0,0.0,0.0,2.94,2.07,0.0
20190116:0410,0.0,0.0,0.0,0.0,2.41,2.07,0.0
20190116:0510,0.0,0.0,0.0,0.0,1.88,2.0,0.0
20190116:0610,0.0,0.0,0.0,0.0,1.4,1.93,0.0
20190116:0710,0.0,0.0,0.0,0.0,1.53,2.21,0.0
20190116:0810,10.0,19.58,0.0,3.69,1.82,2.21,0.0
20190116:0910,115.01,47.0,0.0,10.81,2.26,2.21,0.0
20190116:1010,133.01,99.0,0.0,16.25,3.6,2.69,0.0
20190116:1110,230.01,84.0,0.0,19.55,5.05,3.03,0.0
20190116:1210,213.01,104.0,0.0,20.38,6.26,3.52,0.0
20190116:1310,164.01,110.0,0.0,18.66,7.0,3.93,0.0
20190116:1410,92.01,99.0,0.0,14.57,7.21,4.14,0.0
20190116:1510,0.0,39.0,0.0,8.5,6.98,4.34,0.0
20190116:1610,0.0,0.0,0.0,0.0,6.24,4.14,0.0
20190116:1710,0.0,0.0,0.0,0.0,5.78,4.34,0.0
20190116:1810,0.0,0.0,0.0,0.0,5.77,4.62,0.0
20190116:1910,0.0,0.0,0.0,0.0,5.25,5.1,0.0
20190116:2010,0.0,0.0,0.0,0.0,5.51,5.38,0.0
20190116:2110,0.0,0.0,0.0,0.0,5.78,5.45,0.0
20190116:2210,0.0,0.0,0.0,0.0,5.95,5.38,0.0
20190116:2310,0.0,0.0,0.0,0.0,6.03,5.45,0.0
20190117:0010,0.0,0.0,0.0,0.0,6.15,5.17,0.0
20190117:0110,0.0,0.0,0.0,0.0,6.46,4.55,0.0
20190117:0210,0.0,0.0,0.0,0.0,6.49,3.93,0.0
20190117:0310,0.0,0.0,0.0,0.0,6.32,3.79,0.0
20190117:0410,0.0,0.0,0.0,0.0,5.97,4.07,0.0
20190117:0510,0.0,0.0,0.0,0.0,5.43,4.55,0.0
20190117:0610,0.0,0.0,0.0,0.0,5.24,4.97,0.0
20190117:0710,0.0,0.0,0.0,0.0,4.69,5.52,0.0
